Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Mitsubishi ufj finc grp inc adr,MUFG,"",5409940.0,29321000.0,0.000814941,0.0008,3065,212451.0,4.08757,addition,0.0398317,Q3 2020,FINANCE,13F,06/30/2021,5.3816,5.51
Capstar financial holdings inc,CSTR,"",1420623.0,29122000.0,0.00080941,0.0007,3066,40360.0,2.92408,addition,6.4098107,Q1 2017,FINANCE,13F,06/30/2021,16.3999,21.97
Zix corp.,ZIXI,"",4122239.0,29061000.0,0.000807715,0.001,3067,-372709.0,-8.291731,reduction,7.2426907,Q2 2011,COMMUNICATIONS,13F,06/30/2021,5.6,8.47
Sientra inc,SIEN,"",3642446.0,28994000.0,0.000805853,0.0008,3068,112264.0,3.180119,addition,6.2804035,Q1 2017,HEALTH CARE,13F,06/30/2021,9.7724,5.86
Abb ltd. adr,ABB,"",852785.0,28986000.0,0.000805631,0.0007,3069,121318.0,16.585574,addition,0.0415355,Q3 2017,INDUSTRIALS,13F,06/30/2021,30.9708,33.04
Paymentus holdings inc,PAY,"",816261.0,28976000.0,0.000805353,,3070,816261.0,,new,5.8804405,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,11.7418,25.6
Alerus financial corp,ALRS,"",993639.0,28826000.0,0.000801184,0.0008,3071,57005.0,6.086155,addition,5.7760095,Q4 2019,FINANCE,13F,06/30/2021,21.9591,31.4
The duckhorn portfolio inc,NAPA,"",1303170.0,28747000.0,0.000798988,0.0003,3072,611628.0,88.444086,addition,1.1393198,Q1 2021,CONSUMER STAPLES,13F,06/30/2021,19.2581,19.34
Ishares silver trust,SLV,"",1181573.0,28618000.0,0.000795402,0.0008,3073,0.0,0.0,,No Data,Q1 2017,FINANCE,13F,06/30/2021,24.42,22.09
Ryerson holding corp,RYI,"",1957967.0,28586000.0,0.000794513,0.001,3074,-502.0,-0.025632,reduction,5.0889868,Q1 2016,MATERIALS,13F,06/30/2021,11.84,26.36
Clearfield inc.,CLFD,"",757124.0,28353000.0,0.000788037,0.0007,3075,-54305.0,-6.692514,reduction,5.5093434,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2021,16.29,56.49
Business first bancshares inc,BFST,"",1233330.0,28305000.0,0.000786703,0.0008,3076,81216.0,7.049302,addition,6.0114075,Q2 2018,FINANCE,13F,06/30/2021,22.6698,26.68
Comcast corp.  class a,CMCSA,CALL,495900.0,28275000.0,0.000785869,,3077,495900.0,,new,N/A,Q1 2020,COMMUNICATIONS,13F,06/30/2021,,51.43
Citius pharmaceuticals inc,CTXR,"",8124526.0,28272000.0,0.000785786,0.0001,3078,6195888.0,321.257177,addition,5.5655280,Q1 2021,HEALTH CARE,13F,06/30/2021,3.0764,1.87
Centennial resource dev inc note 3.250% 4/0,DEBT-CENT,PRN,21476000.0,28254000.0,0.000785285,0.0004,3079,6964000.0,47.987872,addition,N/A,Q1 2021, ,13F,06/30/2021,,
Golden nugget online gaming inc,GNOG,"",2213872.0,28249000.0,0.000785147,0.0003,3080,1543610.0,230.299495,addition,4.7538183,Q1 2021,FINANCE,13F,06/30/2021,,16.87
Container store (the),TCS,"",2164120.0,28220000.0,0.00078434,0.0011,3081,-83861.0,-3.730503,reduction,4.2830875,Q4 2013,CONSUMER DISCRETIONARY,13F,06/30/2021,9.15,11.06
Takeda pharmaceutical co ltd,TAK,"",1675527.0,28199000.0,0.000783757,0.0007,3082,307522.0,22.479596,addition,0.0529475,Q3 2020,HEALTH CARE,13F,06/30/2021,17.9975,14.02
Puma biotechnology inc,PBYI,"",3065764.0,28144000.0,0.000782228,0.0009,3083,-34830.0,-1.123333,reduction,7.5179915,Q2 2013,HEALTH CARE,13F,06/30/2021,43.97,5.1
Ishares msci chile capped etf,ECH,"",970540.0,28126000.0,0.000781728,0.0001,3084,912253.0,1565.105427,addition,No Data,Q1 2017,FINANCE,13F,06/30/2021,29.3091,24.53
Brookfield property reit inc,BPYU,"",1488244.0,28114000.0,0.000781394,0.001,3085,-324487.0,-17.90045,reduction,N/A,Q3 2018,REAL ESTATE,13F,06/30/2021,20.71,
Farmers national banc corp.,FMNB,"",1808679.0,28052000.0,0.000779671,0.0009,3086,21570.0,1.206977,addition,6.3853624,Q2 2016,FINANCE,13F,06/30/2021,14.4824,17.82
Galapagos nv adr,GLPG,"",407175.0,28050000.0,0.000779616,0.0001,3087,346013.0,565.73199,addition,0.6214276,Q1 2017,HEALTH CARE,13F,06/30/2021,75.295,52.99
Willdan group inc,WLDN,"",743172.0,27974000.0,0.000777503,0.0009,3088,-43706.0,-5.554355,reduction,5.8276852,Q4 2016,INDUSTRIALS,13F,06/30/2021,32.87,33.43
Selecta biosciences inc,SELB,"",6690989.0,27967000.0,0.000777309,0.0008,3089,448902.0,7.191537,addition,5.8142424,Q4 2016,HEALTH CARE,13F,06/30/2021,3.7882,3.59
Metromile,MILE,"",3055084.0,27953000.0,0.00077692,0.0004,3090,1722866.0,129.323129,addition,2.4107576,Q1 2021,FINANCE,13F,06/30/2021,9.6471,3.07
Caesarstone ltd,CSTE,"",1893401.0,27946000.0,0.000776725,0.0008,3091,18529.0,0.988281,addition,5.4981117,Q4 2015,INDUSTRIALS,13F,06/30/2021,28.623,12.48
Avalanche biotechnologies inc,ADVM,"",7983122.0,27941000.0,0.000776586,0.0021,3092,759632.0,10.516136,addition,8.1355939,Q3 2014,HEALTH CARE,13F,06/30/2021,7.7618,2.27
Onewater marine inc.,ONEW,"",664458.0,27928000.0,0.000776225,0.0008,3093,15990.0,2.465812,addition,5.6978410,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,26.4736,44.34
Design therapeutics inc,DSGN,"",1403342.0,27911000.0,0.000775752,0.0007,3094,612323.0,77.409392,addition,2.5232103,Q1 2021,HEALTH CARE,13F,06/30/2021,25.5323,15.68
On24 inc.,ONTF,"",785757.0,27877000.0,0.000774807,0.0013,3095,-136601.0,-14.809976,reduction,1.6843312,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,48.51,19.13
Ishares russell 2000 growth etf-ishares russell 2000 growth etf,IWO,"",89414.0,27869000.0,0.000774585,0.0038,3096,-336761.0,-79.019417,reduction,No Data,Q4 2015,FINANCE,13F,06/30/2021,267.34,307.42
United states lime & minerals  inc.,USLM,"",199771.0,27787000.0,0.000772306,0.0008,3097,-2779.0,-1.372007,reduction,3.5304705,Q1 2016,MATERIALS,13F,06/30/2021,85.26,123.48
Cto realty growth inc,CTO+A,"",518700.0,27761000.0,0.000771583,0.0007,3098,46688.0,9.891274,addition,N/A,Q1 2021,REAL ESTATE,13F,06/30/2021,,25.85
Praxis precision medicines  inc.,PRAX,"",1513973.0,27677000.0,0.000769248,0.0012,3099,305922.0,25.3236,addition,3.3860145,Q4 2020,HEALTH CARE,13F,06/30/2021,47.4365,20.8
Digimarc corp,DMRC,"",824956.0,27635000.0,0.000768081,0.0008,3100,-42560.0,-4.905961,reduction,4.8726142,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,29.01,50.53
Rocky brands inc.,RCKY,"",496454.0,27602000.0,0.000767164,0.0009,3101,-49388.0,-9.04804,reduction,6.8110636,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2021,25.31,54.55
Atomera inc,ATOM,"",1287313.0,27601000.0,0.000767136,0.0009,3102,28934.0,2.299307,addition,5.5737444,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,10.8436,21.61
Tc energy corp,TRP,"",556028.0,27534000.0,0.000765274,0.0007,3103,52422.0,10.409328,addition,0.0567840,Q1 2017,ENERGY,13F,06/30/2021,46.5674,54.1
Blue bird corp,BLBD,"",1106053.0,27495000.0,0.00076419,0.0009,3104,-93122.0,-7.765505,reduction,4.0657084,Q1 2016,INDUSTRIALS,13F,06/30/2021,19.81,19.61
Telefonica brasil s.a.,VIV,"",3232430.0,27475000.0,0.000763634,0.0008,3105,-176945.0,-5.189954,reduction,0.1911566,Q2 2011,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,9.21,8.03
Cambium networks corp,CMBM,"",564254.0,27282000.0,0.00075827,0.0007,3106,57335.0,11.310486,addition,2.1285376,Q3 2019,COMMUNICATIONS,13F,06/30/2021,23.6893,28.22
Applied therapeutics inc,APLT,"",1312102.0,27266000.0,0.000757825,0.0007,3107,108372.0,9.003016,addition,5.0122630,Q2 2019,HEALTH CARE,13F,06/30/2021,27.5872,14.67
Citizens & northern corp,CZNC,"",1111778.0,27238000.0,0.000757047,0.0008,3108,3353.0,0.302501,addition,7.0167336,Q2 2011,FINANCE,13F,06/30/2021,23.2737,25.51
Shotspotter inc,SSTI,"",557313.0,27178000.0,0.000755379,0.0006,3109,-32428.0,-5.498685,reduction,4.7722660,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,41.58,38.91
Canadian natural resources  ltd,CNQ,"",748815.0,27168000.0,0.000755101,0.0007,3110,1176.0,0.157295,addition,0.0631222,Q1 2017,ENERGY,13F,06/30/2021,30.3693,42.51
Silverback therapeutics  inc.,SBTX,"",879365.0,27164000.0,0.00075499,0.0016,3111,-339903.0,-27.877628,reduction,2.5098557,Q4 2020,HEALTH CARE,13F,06/30/2021,44.5,8.63
Oncocyte corp,OCX,"",4729726.0,27149000.0,0.000754573,0.0008,3112,-238488.0,-4.800276,reduction,5.1644835,Q1 2017,HEALTH CARE,13F,06/30/2021,3.06,3.28
Eastman kodak co,KODK,"",3262139.0,27142000.0,0.000754379,0.0005,3113,1080507.0,49.527464,addition,4.1516956,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,7.3369,6.79
Pdc energy corp.,PDCE,PRN,27334000.0,27096000.0,0.0007531,0.0008,3114,0.0,0.0,,N/A,Q2 2018,ENERGY,13F,06/30/2021,,52.31
Aeva technologies inc,AEVA,"",2561645.0,27076000.0,0.000752544,,3115,2561645.0,,new,1.2073611,Q2 2021,FINANCE,13F,06/30/2021,10.57,7.76
Evolus inc,EOLS,"",2127366.0,26912000.0,0.000747986,0.0006,3116,446255.0,26.545243,addition,3.8979770,Q1 2018,HEALTH CARE,13F,06/30/2021,12.9661,7.82
Canada goose holdings inc,GOOS,"",610892.0,26719000.0,0.000742622,0.0002,3117,470935.0,336.485492,addition,1.0528048,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2021,41.2405,37.1
Medtech acquisition corp,MTAC,"",2750000.0,26675000.0,0.000741399,0.0008,3118,0.0,0.0,,11.0000000,Q1 2021,FINANCE,13F,06/30/2021,9.66,9.95
Great ajax corp,AJX,"",2054146.0,26662000.0,0.000741038,0.0007,3119,-8970.0,-0.434779,reduction,8.9581544,Q1 2015,REAL ESTATE,13F,06/30/2021,12.81,14.16
Biodelivery sciences international inc,BDSI,"",7444242.0,26651000.0,0.000740732,0.001,3120,-1144355.0,-13.32412,reduction,7.5501291,Q1 2017,HEALTH CARE,13F,06/30/2021,4.5,4.08
Ishares msci italy capped etf,EWI,"",819659.0,26548000.0,0.000737869,,3121,819659.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,32.39,33.48
Civista bancshares inc,CIVB,"",1198641.0,26491000.0,0.000736285,0.0009,3122,-74424.0,-5.846049,reduction,7.9177243,Q1 2017,FINANCE,13F,06/30/2021,21.32,24.06
Old second bancorp inc,OSBC,"",2135566.0,26481000.0,0.000736007,0.0009,3123,-200465.0,-8.581436,reduction,7.4389911,Q1 2016,FINANCE,13F,06/30/2021,11.47,13.54
Quantum corp,QMCO,"",3842334.0,26474000.0,0.000735813,0.0006,3124,1271966.0,49.485755,addition,6.6005062,Q2 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,6.1475,5.71
Urogen pharma ltd,URGN,"",1727039.0,26372000.0,0.000732978,0.001,3125,56434.0,3.378058,addition,7.7227439,Q2 2018,HEALTH CARE,13F,06/30/2021,33.9006,17.2
Lexinfintech holdings ltd,LX,"",2145686.0,26285000.0,0.00073056,0.0006,3126,88961.0,4.325372,addition,1.5946000,Q3 2019,FINANCE,13F,06/30/2021,7.1602,5.34
Energy transfer equity lp,ET,"",2470892.0,26266000.0,0.000730031,0.0009,3127,-1317376.0,-34.775153,reduction,0.0913498,Q1 2017,ENERGY,13F,06/30/2021,8.05,9.51
Black diamond therapeutics  inc.,BDTX,"",2154212.0,26259000.0,0.000729837,0.0014,3128,223627.0,11.58338,addition,5.9486182,Q1 2020,HEALTH CARE,13F,06/30/2021,27.7568,7.66
Allied motion technologies inc,AMOT,"",760208.0,26250000.0,0.000729587,0.0008,3129,-39332.5,-4.919388,reduction,5.1659705,Q4 2015,INFORMATION TECHNOLOGY,13F,06/30/2021,17.09,35.15
Invesco s&p 500 equal weight etf-invesco s&p 500 equal weight etf,RSP,"",173627.0,26170000.0,0.000727363,0.0007,3130,-51.0,-0.029365,reduction,No Data,Q4 2015,FINANCE,13F,06/30/2021,95.63,157.76
Ark innovation etf-ark innovation etf,ARKK,PUT,200000.0,26156000.0,0.000726974,0.0017,3131,-285000.0,-58.762887,reduction,No Data,Q1 2021,FINANCE,13F,06/30/2021,,121.28
Aspira womens health inc,AWH,"",4646845.0,26114000.0,0.000725807,0.0011,3132,-877658.0,-15.886642,reduction,4.1464870,Q1 2017,HEALTH CARE,13F,06/30/2021,4.39,3.35
Ufp technologies inc.,UFPT,"",454069.0,26074000.0,0.000724695,0.0007,3133,-18141.0,-3.841723,reduction,6.0329073,Q2 2016,MATERIALS,13F,06/30/2021,31.48,61.89
Gritstone bio inc,GRTS,"",2854868.0,26065000.0,0.000724445,0.0007,3134,458092.0,19.112842,addition,5.7735110,Q4 2018,HEALTH CARE,13F,06/30/2021,10.1626,10.99
Forte biosciences inc. (tocagen),FBRX,"",775119.0,26059000.0,0.000724278,0.0003,3135,513450.0,196.22118,addition,5.5054753,Q2 2017,HEALTH CARE,13F,06/30/2021,43.6294,2.71
Talaris therapeutics inc,TALS,"",1773127.0,26047000.0,0.000723945,,3136,1773127.0,,new,4.2885212,Q2 2021,HEALTH CARE,13F,06/30/2021,14.69,16.89
A-mark precious metals inc,AMRK,"",559254.0,26006000.0,0.000722805,0.0003,3137,284883.0,103.831309,addition,4.9529870,Q1 2017,MATERIALS,13F,06/30/2021,34.3184,74.99
Mvb financial corp,MVBF,"",608526.0,25960000.0,0.000721527,0.0006,3138,4723.0,0.782209,addition,5.1515381,Q2 2018,FINANCE,13F,06/30/2021,19.5111,42.69
Booking holdings inc note 0.750% 5/0,DEBT-BOOK,PRN,18355000.0,25953000.0,0.000721332,,3139,18355000.0,,new,N/A,Q2 2021, ,13F,06/30/2021,,
Daily journal corp (sc),DJCO,"",76544.0,25910000.0,0.000720137,0.0007,3140,-488.0,-0.633503,reduction,5.5436699,Q1 2016,COMMUNICATIONS,13F,06/30/2021,237.06,343.22
Ishares emerging markets dividend etf-ishares emerging markets dividend etf,DVYE,"",665905.0,25870000.0,0.000719025,0.0004,3141,303967.0,83.983168,addition,No Data,Q4 2013,FINANCE,13F,06/30/2021,35.9204,38.88
Ishares s&p/citi international treasury fund,IGOV,"",492681.0,25743000.0,0.000715495,0.0013,3142,-382095.0,-43.679182,reduction,No Data,Q4 2012,FINANCE,13F,06/30/2021,47.67,51.11
Travelcenters of america llc,TA,"",877175.0,25649000.0,0.000712883,0.0003,3143,554028.0,171.447669,addition,6.0160893,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2021,25.7697,53.91
Northwest pipe co.,NWPX,"",903832.0,25533000.0,0.000709659,0.0009,3144,11649.0,1.305674,addition,9.1568397,Q4 2016,MATERIALS,13F,06/30/2021,20.3432,23.76
Century casinos inc,CNTY,"",1899061.0,25504000.0,0.000708853,0.0006,3145,-175825.0,-8.47396,reduction,6.4192568,Q3 2016,CONSUMER DISCRETIONARY,13F,06/30/2021,7.8,14.8
Poseida therapeutics  inc.,PSTX,"",2541825.0,25470000.0,0.000707908,0.0008,3146,-284731.0,-10.073425,reduction,4.0774498,Q3 2020,HEALTH CARE,13F,06/30/2021,9.62,6.41
Applied optoelectronics inc,AAOI,"",2995675.0,25373000.0,0.000705212,0.001,3147,-1060467.0,-26.144721,reduction,11.0373029,Q2 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,40.89,7.65
Evelo biosciences inc,EVLO,"",1843502.0,25330000.0,0.000704016,0.0005,3148,213768.0,13.116742,addition,3.4523614,Q2 2018,HEALTH CARE,13F,06/30/2021,11.1409,8.85
Tejon ranch co,TRC,"",1664585.0,25319000.0,0.000703711,0.0008,3149,65912.0,4.122919,addition,6.3166849,Q4 2009,REAL ESTATE,13F,06/30/2021,20.4442,18.21
Ntn buzztime inc,BTX,"",1402891.0,25266000.0,0.000702238,0.0,3150,1401382.0,92868.257124,addition,2.7119689,Q1 2017,COMMUNICATIONS,13F,06/30/2021,17.9998,8.52
Bridgewater bancshares inc,BWB,"",1563452.0,25250000.0,0.000701793,0.0008,3151,-115781.0,-6.894874,reduction,5.5470029,Q2 2018,FINANCE,13F,06/30/2021,11.73,18.09
Kempharm,KMPH,"",1968378.0,25235000.0,0.000701376,0.0,3152,1909495.0,3242.862966,addition,5.5993402,Q1 2021,HEALTH CARE,13F,06/30/2021,12.7117,9.5
Altimmune inc,ALT,"",2557242.0,25188000.0,0.00070007,0.0004,3153,1499055.0,141.662579,addition,6.4404611,Q2 2016,HEALTH CARE,13F,06/30/2021,,10.8
Solaris oilfield infrastructure inc,SOI,"",2581249.0,25141000.0,0.000698763,0.0009,3154,-14589.0,-0.562015,reduction,8.1010862,Q2 2017,ENERGY,13F,06/30/2021,13.53,7.59
Cue biopharma inc,CUE,"",2148798.0,25034000.0,0.00069579,0.0008,3155,-98906.0,-4.400312,reduction,6.8197751,Q1 2018,HEALTH CARE,13F,06/30/2021,15.72,12.21
Brf brasil foods s.asa adr,BRFS,"",4572036.0,25009000.0,0.000695095,0.0009,3156,-2427027.0,-34.676456,reduction,0.5627307,Q1 2012,CONSUMER STAPLES,13F,06/30/2021,6.26,4.13
Chicken soup for the soul entertainment inc,CSSE,"",602280.0,24934000.0,0.00069301,0.0,3157,594228.0,7379.880775,addition,7.0149267,Q4 2019,COMMUNICATIONS,13F,06/30/2021,41.0737,19.55
Mgm growth properties llc,MGP,"",680546.0,24923000.0,0.000692704,0.0006,3158,99590.0,17.142434,addition,0.4344273,Q2 2016,REAL ESTATE,13F,06/30/2021,31.5151,39.38
Curiositystream inc.,CURI,"",1826462.0,24912000.0,0.000692399,0.0002,3159,1423721.0,353.507838,addition,3.4726993,Q4 2020,FINANCE,13F,06/30/2021,13.6224,9.97
Ishares bloomberg roll select commodity strategy etf,CMDY,"",450465.0,24845000.0,0.000690537,,3160,450465.0,,new,No Data,Q2 2021,FINANCE,13F,06/30/2021,55.153,59.92
Spero therapeutics inc,SPRO,"",1778822.0,24833000.0,0.000690203,0.0008,3161,2226.0,0.125296,addition,5.5334260,Q4 2017,HEALTH CARE,13F,06/30/2021,14.3595,17.56
Landec corp.,LNDC,"",2205409.0,24810000.0,0.000689564,0.0007,3162,22251.0,1.019212,addition,7.4856789,Q2 2011,MATERIALS,13F,06/30/2021,11.9528,9.72
Eos energy enterprises inc.,EOSE,"",1377476.0,24740000.0,0.000687618,0.0004,3163,685253.0,98.993099,addition,2.5681839,Q1 2021,ENERGY,13F,06/30/2021,18.8445,10.55
Sun life financial inc,SLF,"",479224.0,24699000.0,0.000686479,0.0007,3164,-5261.0,-1.085895,reduction,0.0818141,Q4 2020,FINANCE,13F,06/30/2021,50.42,56.97
Siga technologies  inc,SIGA,"",3932906.0,24699000.0,0.000686479,0.0009,3165,-755535.0,-16.114845,reduction,5.2385199,Q1 2018,HEALTH CARE,13F,06/30/2021,6.13,7.21
Rbb bancorp,RBB,"",1018590.0,24671000.0,0.0006857,0.0007,3166,-231452.0,-18.515538,reduction,5.2630418,Q3 2017,FINANCE,13F,06/30/2021,23.96,25.67
Spdr materials select sector etf,XLB,"",299176.0,24626000.0,0.00068445,0.0007,3167,-23336.0,-7.2357,reduction,No Data,Q3 2015,FINANCE,13F,06/30/2021,49.85,85.12
The exone co,XONE,"",1136873.0,24602000.0,0.000683783,0.0009,3168,113783.0,11.121504,addition,5.1168680,Q2 2013,COMMUNICATIONS,13F,06/30/2021,14.5037,23.02
Cgi inc,GIB,"",270019.0,24465000.0,0.000679975,0.0006,3169,16525.0,6.518892,addition,0.1232487,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,77.2596,89.39
Afya ltd,AFYA,"",948330.0,24448000.0,0.000679502,0.0005,3170,6390.0,0.678387,addition,2.1021486,Q3 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,24.3398,17.45
Neuronetics inc,STIM,"",1525977.0,24447000.0,0.000679475,0.0002,3171,1098612.0,257.066442,addition,5.7981493,Q2 2018,HEALTH CARE,13F,06/30/2021,16.4569,5.2
Liberty global plc class a,LBTYA,CALL,900000.0,24444000.0,0.000679391,0.0007,3172,0.0,0.0,,N/A,Q1 2021,COMMUNICATIONS,13F,06/30/2021,,28.74
Cel-sci corp.,CVM,"",2813785.0,24424000.0,0.000678835,0.0012,3173,225624.0,8.717541,addition,6.5394050,Q3 2016,HEALTH CARE,13F,06/30/2021,9.9401,11.2
Homology medicines inc,FIXX,"",3358137.0,24413000.0,0.00067853,0.0008,3174,493007.0,17.207142,addition,5.8823721,Q2 2018,HEALTH CARE,13F,06/30/2021,17.3206,5.73
Reliant bancorp inc,RBNC,"",878464.0,24360000.0,0.000677056,0.0008,3175,-51589.0,-5.546888,reduction,5.3253278,Q1 2017,INDUSTRIALS,13F,06/30/2021,22.33,33.88
Neoleukin therapeutics ord shs,NLTX,"",2638758.0,24358000.0,0.000677001,0.001,3176,-71067.0,-2.622568,reduction,N/A,Q3 2019, ,13F,06/30/2021,,
Lineage cell therapeutics  inc.,LCTX,"",8539530.0,24338000.0,0.000676445,0.0002,3177,6076041.0,246.643724,addition,5.0994456,Q1 2015,HEALTH CARE,13F,06/30/2021,2.7981,2.28
Syros pharmaceuticals inc,SYRS,"",4463356.0,24325000.0,0.000676084,0.0009,3178,295392.0,7.087201,addition,7.2070052,Q4 2016,HEALTH CARE,13F,06/30/2021,9.7642,4.13
Cullinan management inc,CGEM,"",942278.0,24264000.0,0.000674388,0.0011,3179,54470.0,6.135336,addition,2.1641077,Q1 2021,HEALTH CARE,13F,06/30/2021,40.7497,22.22
Castlight health inc.,CSLT,"",9223966.0,24259000.0,0.000674249,0.0001,3180,6032873.0,189.0535,addition,6.9955557,Q1 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,2.8099,1.8
Ishares global reit etf-ishares global reit etf,REET,"",873286.0,24208000.0,0.000672832,0.0007,3181,-35288.0,-3.883888,reduction,No Data,Q4 2015,FINANCE,13F,06/30/2021,25.15,29.25
Transcat  inc.,TRNS,"",426872.0,24122000.0,0.000670442,0.0006,3182,10713.0,2.574256,addition,5.7145940,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,26.5805,74.88
State auto financial corp,STFC,"",1408783.0,24118000.0,0.00067033,0.0008,3183,3407.0,0.242426,addition,3.1855983,Q2 2011,FINANCE,13F,06/30/2021,27.1058,51.31
Myovant sciences ltd,MYOV,"",1058313.0,24096000.0,0.000669719,0.0006,3184,102961.0,10.777284,addition,1.1493675,Q4 2016,HEALTH CARE,13F,06/30/2021,20.1431,21.88
Datto holding corp.,MSP,"",865181.0,24088000.0,0.000669497,0.0008,3185,-297223.0,-25.569681,reduction,0.5331508,Q4 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,27.0,23.9
Intrepid potash inc,IPI,"",754671.0,24043000.0,0.000668246,0.0008,3186,-43087.0,-5.401011,reduction,5.6092853,Q2 2008,MATERIALS,13F,06/30/2021,165.92,48.71
Nve corp,NVEC,"",323784.0,23976000.0,0.000666384,0.0007,3187,-31409.0,-8.842798,reduction,6.6991198,Q4 2010,INFORMATION TECHNOLOGY,13F,06/30/2021,82.86,67.97
Farmland partners inc,FPI,"",1989108.0,23969000.0,0.000666189,0.0007,3188,-32913.0,-1.627728,reduction,6.4497665,Q2 2016,REAL ESTATE,13F,06/30/2021,10.41,11.24
Icad inc.,ICAD,"",1379590.0,23881000.0,0.000663743,0.0009,3189,-22915.0,-1.633862,reduction,5.5104485,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,8.61,10.55
Smartfina inc,SMBK,"",991642.0,23808000.0,0.000661714,0.0006,3190,29818.0,3.100151,addition,6.5629340,Q1 2017,FINANCE,13F,06/30/2021,22.7879,25.99
Harpoon therapeutics inc,HARP,"",1713296.0,23765000.0,0.000660519,0.001,3191,45745.0,2.743244,addition,5.2442797,Q1 2019,HEALTH CARE,13F,06/30/2021,15.3105,6.26
Cadiz inc.,CDZI,"",1746971.0,23758000.0,0.000660325,0.0005,3192,-64317.0,-3.550899,reduction,4.2308527,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,12.04,6.07
American national bankshares inc,AMNB,"",762048.0,23693000.0,0.000658518,0.0008,3193,-81859.0,-9.700002,reduction,7.0068727,Q2 2012,FINANCE,13F,06/30/2021,36.44,37.1
Cymabay therapeutics inc,CBAY,"",5431670.0,23682000.0,0.000658212,0.0008,3194,-526818.0,-8.841471,reduction,7.8722208,Q1 2017,HEALTH CARE,13F,06/30/2021,10.14,3.9
Comscore inc,SCOR,"",4730744.0,23654000.0,0.000657434,0.0005,3195,332954.0,7.570939,addition,5.7558239,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,6.6919,3.91
Ageagle aerial systems inc,UAVS,"",4487103.0,23647000.0,0.00065724,0.0002,3196,3441957.0,329.327864,addition,N/A,Q3 2020, ,13F,06/30/2021,,
Rogers communications inc. class b (nyse),RCI,"",443787.0,23583000.0,0.000655461,0.0002,3197,296494.0,201.295377,addition,0.1127015,Q1 2017,COMMUNICATIONS,13F,06/30/2021,50.8134,46.58
Hyrecar inc,HYRE,"",1126346.0,23563000.0,0.000654905,0.0001,3198,788138.0,233.033518,addition,5.2910489,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,15.8695,6.79
Ibio inc,IBIO,"",15553337.0,23485000.0,0.000652737,0.0007,3199,120581.0,0.781332,addition,7.1394595,Q1 2017,HEALTH CARE,13F,06/30/2021,1.897,0.78
Deere & co.,DE,CALL,66500.0,23456000.0,0.000651931,0.0024,3200,-147500.0,-68.925234,reduction,N/A,Q1 2021,INDUSTRIALS,13F,06/30/2021,,342.31
Sunesis pharmaceuticals inc,VIRX,"",2061171.0,23375000.0,0.00064968,0.0001,3201,1874846.0,1006.223534,addition,5.5368777,Q1 2017,HEALTH CARE,13F,06/30/2021,15.7161,5.88
Durect corp,DRRX,"",14302205.0,23312000.0,0.000647929,0.0009,3202,-489340.0,-3.308241,reduction,6.2867891,Q2 2015,HEALTH CARE,13F,06/30/2021,2.08,1.28
Southern national bancorp of va inc,FRST,"",1521879.0,23223000.0,0.000645455,0.0006,3203,5483.0,0.361581,addition,6.2017854,Q2 2016,FINANCE,13F,06/30/2021,15.5988,15.15
Akouos  inc.,AKUS,"",1846634.0,23176000.0,0.000644149,0.0008,3204,-150958.0,-7.556999,reduction,5.3556346,Q2 2020,HEALTH CARE,13F,06/30/2021,19.99,9.32
Century bancorp  inc. class a (ma),CNBKA,"",202877.0,23129000.0,0.000642842,0.0007,3205,-34688.0,-14.601477,reduction,5.5407122,Q1 2016,FINANCE,13F,06/30/2021,70.59,115.15
Greensky inc,GSKY,"",4163608.0,23107000.0,0.000642231,0.0008,3206,-57862.0,-1.37066,reduction,5.2886363,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,8.17,12.24
