Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Reynolds consumer products inc.,REYN,"",5115515.0,139858000.0,0.00347204,0.0036,1793,285962.0,5.921086,addition,2.4387607,Q1 2020,CONSUMER STAPLES,13F,09/30/2021,30.0118,30.2
Arch coal inc,ARCH,"",1533495.0,139670724.6,0.00346739,0.0035,1794,7045.0,0.461528,addition,10.0267326,,ENERGY,13G,10/29/2021,,78.44
Berkshire hills bancorp inc,BHLB,"",5172080.0,139543000.0,0.00346422,0.0038,1795,-396658.0,-7.122942,reduction,10.5706432,Q2 2002,FINANCE,13F,09/30/2021,28.11,28.08
American finance trust inc,AFIN,"",17305020.0,139131000.0,0.003454,0.0034,1796,1225793.0,7.623457,addition,14.6876962,Q3 2018,REAL ESTATE,13F,09/30/2021,12.0168,8.4
Everi holdings inc,EVRI,"",5753390.0,139118000.0,0.00345367,0.0033,1797,468607.0,8.8671,addition,6.3863130,Q4 2005,INFORMATION TECHNOLOGY,13F,09/30/2021,12.3858,23.62
Gfl environmental inc. subordinate voting shares,GFL,"",3727760.0,138485000.0,0.00343796,0.0029,1798,52943.0,1.440698,addition,1.1694951,Q3 2020,INDUSTRIALS,13F,09/30/2021,25.4683,41.16
Confluent inc,CFLT,"",2321032.0,138450000.0,0.00343709,0.0018,1799,835688.0,56.262253,addition,8.4164557,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,51.8746,79.82
Cerevel therapeutics holdings  inc.,CERE,"",4693159.0,138448000.0,0.00343704,0.0022,1800,1168443.0,33.14999,addition,3.2395703,Q1 2021,FINANCE,13F,09/30/2021,18.4072,37.14
Sturm  ruger & co.  inc.,RGR,"",1875859.0,138400000.0,0.00343585,0.0042,1801,-915.0,-0.048754,reduction,10.6603492,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,45.61,74.89
Coeur mining inc.,CDE,"",22380267.0,138086000.0,0.00342805,0.0049,1802,135055.0,0.607119,addition,8.7074017,Q2 2002,MATERIALS,13F,09/30/2021,10.8516,6.68
Yum china holdings inc,YUMC,"",2371055.0,137782000.0,0.00342051,0.0041,1803,-116660.0,-4.689444,reduction,0.5633505,Q4 2016,CONSUMER DISCRETIONARY,13F,09/30/2021,35.16,54.56
Lions gate entertainment corp class b,LGF.B,"",10543456.0,137065000.0,0.00340271,0.0048,1804,105294.0,1.008741,addition,7.4486672,Q4 2016,COMMUNICATIONS,13F,09/30/2021,21.5339,16.6
Air transport services group inc,ATSG,"",5309897.0,137049000.0,0.00340231,0.0031,1805,-57459.0,-1.070527,reduction,7.1559239,Q2 2005,TRANSPORTS,13F,09/30/2021,12.37,27.24
Core laboratories n.v.,CLB,"",4930097.0,136810000.0,0.00339638,0.0048,1806,-16948.0,-0.342588,reduction,10.6409944,Q2 2003,ENERGY,13F,09/30/2021,73.98,25.88
Proassurance corp.,PRA,"",5743632.0,136584000.0,0.00339077,0.0032,1807,3538.0,0.061637,addition,10.6399345,Q2 2002,FINANCE,13F,09/30/2021,28.0074,24.07
Pros holdings inc,PRO,"",3835885.0,136098000.0,0.0033787,0.0044,1808,-8040.0,-0.209161,reduction,8.6435264,Q3 2007,INFORMATION TECHNOLOGY,13F,09/30/2021,43.22,38.48
Autoliv inc,ALV,"",1584981.0,135865000.0,0.00337292,0.0039,1809,-35975.0,-2.219369,reduction,1.8119863,Q1 2004,CONSUMER DISCRETIONARY,13F,09/30/2021,71.18,106.93
Azz  inc. (aztec manufacturing co.),AZZ,"",2548811.0,135598000.0,0.00336629,0.0034,1810,-75944.0,-2.893375,reduction,10.1667770,Q2 2002,INDUSTRIALS,13F,09/30/2021,36.86,56.59
Lufax holding ltd ads,LU,"",19413186.0,135504000.0,0.00336395,0.0052,1811,928216.0,5.021463,addition,0.7884164,Q4 2020,COMMUNICATIONS,13F,09/30/2021,12.0456,6.99
Bluebird bio inc,BLUE,"",10945730.98,135475000.0,0.00336323,0.0055,1812,197831.18,1.84065,addition,10.4903170,Q3 2013,HEALTH CARE,13F,09/30/2021,82.6662,11.31
Yext inc,YEXT,"",11229321.0,135089000.0,0.00335365,0.0037,1813,872219.0,8.421458,addition,8.7835350,Q2 2017,INFORMATION TECHNOLOGY,13F,09/30/2021,15.9591,11.5
Biocryst pharmaceutical inc.,BCRX,"",9377048.0,134747000.0,0.00334516,0.0037,1814,72505.0,0.779243,addition,5.2423837,Q2 2006,HEALTH CARE,13F,09/30/2021,5.3999,12.01
Heartland financial usa inc,HTLF,"",2785998.0,133951000.0,0.0033254,0.0033,1815,-17625.0,-0.628651,reduction,6.5947356,Q2 2004,FINANCE,13F,09/30/2021,44.76,50.8
Eventbrite inc,EB,"",7078922.0,133862000.0,0.00332319,0.0033,1816,65701.0,0.936816,addition,9.3665638,Q3 2018,COMMUNICATIONS,13F,09/30/2021,19.128,19.88
Deciphera pharmaceuticals inc,DCPH,"",3936385.0,133758000.0,0.00332061,0.0036,1817,8681.0,0.22102,addition,6.7820286,Q3 2017,HEALTH CARE,13F,09/30/2021,47.3405,8.89
Globalstar inc,GSAT,"",79968803.0,133549000.0,0.00331542,0.003,1818,12999365.0,19.410892,addition,4.4600559,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,1.6951,1.56
Primoris services corp,PRIM,"",5448385.0,133432000.0,0.00331252,0.004,1819,5144.0,0.094503,addition,10.1400758,Q2 2009,INDUSTRIALS,13F,09/30/2021,22.7117,25.92
Buckle inc,BKE,"",3366510.0,133280000.0,0.00330874,0.0039,1820,180232.0,5.656506,addition,6.7623169,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,29.0748,51.58
Enerpac tool group corp,EPAC,"",6428301.0,133259000.0,0.00330822,0.0043,1821,-8418.0,-0.130781,reduction,10.6777861,Q2 2002,INDUSTRIALS,13F,09/30/2021,24.53,23.0
Butterfly network inc,BFLY,"",12738264.0,132987000.0,0.00330147,0.0043,1822,801843.0,6.717617,addition,7.6037484,Q1 2021,FINANCE,13F,09/30/2021,15.6032,9.0
Middlesex water co,MSEX,"",1291741.0,132765000.0,0.00329596,0.0021,1823,263014.0,25.566939,addition,7.3853606,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,45.679,107.43
Universal corp. (universal leaf tobacco),UVV,"",2740847.0,132465000.0,0.00328851,0.0038,1824,87481.0,3.296982,addition,11.1516819,Q2 2002,CONSUMER STAPLES,13F,09/30/2021,55.823,49.53
Stride inc,LRN,"",3672468.0,131989000.0,0.00327669,0.0029,1825,-16371.0,-0.443798,reduction,8.8297540,Q1 2008,CONSUMER DISCRETIONARY,13F,09/30/2021,20.94,36.06
Surgery partners inc,SGRY,"",3110445.0,131696000.0,0.00326942,0.0051,1826,10324.0,0.333019,addition,3.7712155,Q4 2015,HEALTH CARE,13F,09/30/2021,34.3965,51.35
Skillz inc,SKLZ,"",13357446.0,131170000.0,0.00325636,0.0062,1827,1866898.0,16.247249,addition,3.9978555,Q1 2021,FINANCE,13F,09/30/2021,17.7514,10.88
Trimas corp.,TRS,"",4049748.0,131049000.0,0.00325336,0.003,1828,121866.0,3.102588,addition,9.4361868,Q2 2007,INDUSTRIALS,13F,09/30/2021,21.4485,37.26
Archrock inc,AROC,"",15874304.0,130964000.0,0.00325125,0.0037,1829,-921969.0,-5.489128,reduction,10.3046439,Q3 2007,ENERGY,13F,09/30/2021,19.42,7.97
Seer  inc.,SEER,"",3788205.0,130806000.0,0.00324732,0.0007,1830,2899279.0,326.155271,addition,6.6747638,Q4 2020,HEALTH CARE,13F,09/30/2021,38.1414,28.17
Warrior met coal inc,HCC,"",5617163.0,130710000.0,0.00324494,0.0024,1831,-14352.0,-0.254851,reduction,10.9261485,Q2 2017,ENERGY,13F,09/30/2021,23.67,21.61
Pjt partners inc,PJT,"",1647850.0,130361000.0,0.00323628,0.0029,1832,2796.0,0.169964,addition,6.7424677,Q4 2015,FINANCE,13F,09/30/2021,48.3822,80.77
Bancolombia sa adr,CIB,"",3762543.0,130259000.0,0.00323374,0.0025,1833,218942.0,6.178517,addition,3.3287825,Q3 2006,FINANCE,13F,09/30/2021,47.0801,31.4
Griffon corp.,GFF,"",5295045.0,130258000.0,0.00323372,0.0034,1834,-112607.0,-2.082364,reduction,9.3424975,Q2 2002,INDUSTRIALS,13F,09/30/2021,17.07,25.86
Faro technologies inc.,FARO,"",1978574.0,130210000.0,0.00323253,0.0038,1835,5949.0,0.301578,addition,10.8863154,Q4 2006,INFORMATION TECHNOLOGY,13F,09/30/2021,40.945,76.13
Standex international corp.,SXI,"",1316090.0,130175000.0,0.00323166,0.0032,1836,-49648.0,-3.635251,reduction,10.8446471,Q2 2002,INDUSTRIALS,13F,09/30/2021,53.95,115.73
City holding co.,CHCO,"",1669604.0,130078000.0,0.00322925,0.0032,1837,-15465.0,-0.917767,reduction,10.8530936,Q2 2002,FINANCE,13F,09/30/2021,48.16,80.67
Century communities inc,CCS,"",2113402.0,129869000.0,0.00322406,0.0035,1838,26418.0,1.265846,addition,6.2599027,Q3 2014,CONSUMER DISCRETIONARY,13F,09/30/2021,27.8059,73.74
Brookline bancorp  inc.,BRKL,"",8507758.0,129829000.0,0.00322307,0.0032,1839,37733.0,0.445489,addition,10.8805171,Q2 2002,FINANCE,13F,09/30/2021,11.6859,16.49
Opko health inc,OPK,"",35465884.0,129450000.0,0.00321366,0.0036,1840,-266596.0,-0.746089,reduction,5.2066692,Q3 2007,HEALTH CARE,13F,09/30/2021,5.94,4.44
Chunghwa telecom co. ltd adr,CHT,"",3271103.0,128521000.0,0.0031906,0.0034,1841,-102185.0,-3.02924,reduction,0.4216726,Q1 2011,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,32.06,41.12
Veritex holdings inc,VBTX,"",3261751.0,128383000.0,0.00318717,0.0029,1842,-13264.0,-0.405006,reduction,6.5943213,Q2 2015,FINANCE,13F,09/30/2021,24.37,41.51
Petco health and wellness company inc,WOOF,"",6082607.0,128343000.0,0.00318618,0.0038,1843,-726616.0,-10.671056,reduction,2.6855732,Q1 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,22.24,24.72
Jfrog ltd.,FROG,"",3829343.0,128282000.0,0.00318466,0.0042,1844,108851.0,2.925715,addition,3.9935792,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,54.4763,36.61
Tenneco inc.,TEN,"",8980847.0,128158000.0,0.00318159,0.0041,1845,442431.0,5.181652,addition,10.9559892,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,23.5016,12.23
Safety insurance group inc,SAFT,"",1610702.0,127649000.0,0.00316895,0.0031,1846,21306.0,1.340509,addition,10.7506238,Q1 2003,FINANCE,13F,09/30/2021,56.1299,79.47
National bank holdings corp,NBHC,"",3152414.0,127610000.0,0.00316798,0.003,1847,-70996.0,-2.202512,reduction,10.2347831,Q4 2012,FINANCE,13F,09/30/2021,26.21,45.2
Nelnet  inc class a,NNI,"",1608728.0,127475000.0,0.00316463,0.0029,1848,41947.0,2.677273,addition,5.8286311,Q4 2003,FINANCE,13F,09/30/2021,40.3609,86.84
Arbor realty trust,ABR,"",6864710.0,127203000.0,0.00315788,0.0028,1849,572022.0,9.090265,addition,4.8289827,Q2 2004,REAL ESTATE,13F,09/30/2021,12.0308,18.74
Nmi holdings inc,NMIH,"",5608440.0,126807000.0,0.00314805,0.0031,1850,6446.0,0.115066,addition,6.5436416,Q1 2014,FINANCE,13F,09/30/2021,15.5981,21.35
Delek us holdings inc.,DK,"",7055302.0,126783000.0,0.00314745,0.0035,1851,549971.0,8.454159,addition,9.5261877,Q2 2006,ENERGY,13F,09/30/2021,28.3891,16.62
Rocket companies  inc.,RKT,"",7887472.0,126515000.0,0.0031408,0.0038,1852,-69878.0,-0.878157,reduction,5.6987890,Q3 2020,FINANCE,13F,09/30/2021,19.86,15.59
G-iii apparel group ltd,GIII,"",4468079.0,126447000.0,0.00313911,0.0037,1853,-15519.0,-0.346128,reduction,9.1999941,Q2 2005,CONSUMER DISCRETIONARY,13F,09/30/2021,37.93,32.62
Plantronics inc,POLY,"",4909652.0,126227000.0,0.00313365,0.005,1854,136944.0,2.869314,addition,11.6007653,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,33.3022,29.64
Driven brands holdings inc,DRVN,"",4365242.0,126111000.0,0.00313077,0.0022,1855,1475556.0,51.062849,addition,2.6081543,Q1 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,26.6393,31.81
Cimpress plc,CMPR,"",1451455.0,126030000.0,0.00312876,0.0041,1856,-79309.0,-5.181008,reduction,5.7932891,Q2 2006,CONSUMER DISCRETIONARY,13F,09/30/2021,70.52,84.86
Telos corp,TLS,"",4421375.0,125655000.0,0.00311945,0.0025,1857,1429150.0,47.762117,addition,6.6232638,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,33.2318,18.51
Social cap hedosophia holdings corp iii,CLOV,"",16999747.0,125628000.0,0.00311878,0.0032,1858,7469936.0,78.384933,addition,7.2071161,Q1 2021,FINANCE,13F,09/30/2021,7.4853,6.43
Astec industries inc,ASTE,"",2330379.0,125398000.0,0.00311307,0.0036,1859,5998.0,0.258047,addition,10.2398873,Q2 2002,INDUSTRIALS,13F,09/30/2021,41.8808,71.19
Digitalocean holdings inc,DOCN,"",1607824.0,124815000.0,0.00309859,0.002,1860,180766.0,12.667039,addition,1.4978776,Q1 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,48.6952,129.0
Kforce inc,KFRC,"",2090305.0,124666000.0,0.0030949,0.0033,1861,10941.0,0.526171,addition,9.6642916,Q2 2002,INDUSTRIALS,13F,09/30/2021,21.2221,77.64
Figs inc,FIGS,"",3347883.0,124340000.0,0.0030868,0.0021,1862,1684241.0,101.238187,addition,2.2662071,Q2 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,43.5801,32.25
Alx oncology holdings inc.,ALXO,"",1679528.0,124049000.0,0.00307958,0.0021,1863,129810.0,8.376363,addition,4.1631421,Q3 2020,HEALTH CARE,13F,09/30/2021,59.4934,42.78
Diver healthcare tr common shares of ben,DHC,"",36442897.0,123542000.0,0.00306699,0.0038,1864,329754.0,0.913114,addition,15.2880807,Q2 2002,REAL ESTATE,13F,09/30/2021,18.4822,3.37
Axcelis technologies inc,ACLS,"",2622761.0,123348000.0,0.00306217,0.0026,1865,29665.0,1.143999,addition,7.8117083,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,81.0113,63.02
Fresh del monte produce  inc.,FDP,"",3819915.0,123077000.0,0.00305545,0.003,1866,129640.0,3.513017,addition,8.0377447,Q2 2007,CONSUMER STAPLES,13F,09/30/2021,32.4615,27.75
Sjw group (san jose water co.),SJW,"",1862201.0,123017000.0,0.00305396,0.0029,1867,17089.0,0.926177,addition,6.2511180,Q2 2002,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,46.2733,70.13
Celldex therapeutics inc.,CLDX,"",2276199.0,122892000.0,0.00305085,0.0016,1868,305793.0,15.519289,addition,4.8969637,Q2 2002,HEALTH CARE,13F,09/30/2021,316.3271,43.82
Community healthcare trust inc,CHCT,"",2717591.0,122807000.0,0.00304874,0.0032,1869,40609.0,1.516969,addition,11.0005596,Q3 2015,REAL ESTATE,13F,09/30/2021,35.3099,45.57
Ci financial corp,CIXX,"",6024036.0,122710000.0,0.00304634,0.0027,1870,34670.0,0.578859,addition,2.9617877,Q4 2020,FINANCE,13F,09/30/2021,12.5552,23.55
Cassava sciences inc,SAVA,"",1974282.0,122564000.0,0.00304271,0.0039,1871,148079.0,8.108573,addition,4.9338924,Q2 2002,HEALTH CARE,13F,09/30/2021,27.5684,47.07
Employers holdings inc,EIG,"",3100765.0,122449000.0,0.00303986,0.0033,1872,-7714.0,-0.24816,reduction,10.9599494,Q1 2007,FINANCE,13F,09/30/2021,25.36,39.28
Sumo logic  inc.,SUMO,"",7577621.0,122151000.0,0.00303246,0.0034,1873,1007171.0,15.328798,addition,6.8656941,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,20.4207,15.69
Veeco instruments  inc. (de),VECO,"",5497387.0,122096000.0,0.00303109,0.0031,1874,261519.0,4.994759,addition,10.9186049,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,22.991,26.69
Danimer scientific inc,DNMR,"",7471710.0,122087000.0,0.00303087,0.0038,1875,1413040.0,23.32261,addition,7.6450947,Q1 2021,FINANCE,13F,09/30/2021,32.509,16.2
S&t bancorp  inc. (indiana  pa),STBA,"",4132263.0,121778000.0,0.0030232,0.0034,1876,-196567.0,-4.540881,reduction,10.5027749,Q2 2002,FINANCE,13F,09/30/2021,30.75,31.82
Atara biotherapeutics inc,ATRA,"",6800583.0,121730000.0,0.00302201,0.0026,1877,96442.0,1.438544,addition,8.0235718,Q4 2014,HEALTH CARE,13F,09/30/2021,23.8642,17.8
Companhia vale de rio doce s.a. adr,VALE,"",8714718.0,121570000.0,0.00301804,0.0059,1878,-1749479.0,-16.718712,reduction,0.1649117,Q1 2005,MATERIALS,13F,09/30/2021,23.07,11.81
Schweitzer-mauduit inc.,SWM,"",3506220.0,121526000.0,0.00301694,0.0035,1879,-13400.0,-0.380723,reduction,11.1458892,Q2 2002,MATERIALS,13F,09/30/2021,30.19,33.63
Bancfirst corp,BANF,"",2020896.0,121496000.0,0.0030162,0.0041,1880,-625374.0,-23.632282,reduction,6.1641788,Q2 2002,FINANCE,13F,09/30/2021,42.32,66.99
Brightsphere investment group plc,BSIG,"",4649105.0,121481000.0,0.00301583,0.0029,1881,-255602.0,-5.211361,reduction,5.8559974,Q4 2014,FINANCE,13F,09/30/2021,11.71,30.4
Sonic automotive inc.,SAH,"",2307115.0,121215000.0,0.00300922,0.0026,1882,-71751.0,-3.016185,reduction,7.7715774,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,19.58,47.21
Mobile telesystems ojsc ads adr,MBT,"",12548149.0,120965000.0,0.00300302,0.0029,1883,-110462.0,-0.872623,reduction,1.2558311,Q3 2006,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,14.76,8.69
Gcp applied technologies inc,GCP,"",5518464.0,120965000.0,0.00300302,0.0031,1884,129601.0,2.404979,addition,7.5097482,Q1 2016,MATERIALS,13F,09/30/2021,22.213,23.63
Patrick industries  inc.,PATK,"",1451710.0,120927000.0,0.00300207,0.0026,1885,3683.0,0.254346,addition,6.1329050,Q1 2012,INDUSTRIALS,13F,09/30/2021,39.8006,81.15
Marqeta inc,MQ,"",5465340.0,120893000.0,0.00300123,0.0023,1886,2163120.0,65.505024,addition,6.4716460,Q2 2021, ,13F,09/30/2021,12.6939,24.18
Brp group  inc.,BRP,"",3609605.0,120163000.0,0.00298311,0.0015,1887,1348284.0,59.623733,addition,7.6560172,Q4 2019,FINANCE,13F,09/30/2021,25.4904,40.16
Adt inc,ADT,"",14836352.0,120025000.0,0.00297968,0.0041,1888,-328111.0,-2.163684,reduction,1.9349599,Q1 2018,INDUSTRIALS,13F,09/30/2021,7.67,9.2
Stewart information services corp.,STC,"",1887450.0,119400000.0,0.00296416,0.0026,1889,17907.0,0.957828,addition,7.0206215,Q2 2002,FINANCE,13F,09/30/2021,37.1105,76.68
Yamana gold inc.,AUY,"",30134105.0,119332000.0,0.00296248,0.0031,1890,754046.0,2.566523,addition,3.1288258,Q1 2015,MATERIALS,13F,09/30/2021,3.297,4.54
Universal health realty income trust,UHT,"",2157194.0,119227000.0,0.00295987,0.0034,1891,-40605.0,-1.84753,reduction,15.6634945,Q2 2002,REAL ESTATE,13F,09/30/2021,44.47,59.25
Daqo new energy corp adr,DQ,"",2091697.0,119227000.0,0.00295987,0.0032,1892,96319.0,4.827105,addition,2.8453206,Q1 2019,INFORMATION TECHNOLOGY,13F,09/30/2021,30.2607,68.15
Liberty oilfield services inc,LBRT,"",9821606.0,119135000.0,0.00295759,0.0033,1893,342915.0,3.617746,addition,5.5081449,Q1 2018,ENERGY,13F,09/30/2021,13.5969,10.44
Matthews international corp  class a,MATW,"",3430199.0,118993000.0,0.00295406,0.003,1894,29377.0,0.863821,addition,10.8507092,Q2 2002,INDUSTRIALS,13F,09/30/2021,42.4232,38.56
Seacoast banking corp. of florida,SBCF,"",3517462.0,118926000.0,0.0029524,0.003,1895,-20412.0,-0.576957,reduction,6.3613442,Q2 2002,FINANCE,13F,09/30/2021,69.29,37.08
Kadant inc.,KAI,"",582340.0,118855000.0,0.00295063,0.0026,1896,-7902.0,-1.338773,reduction,5.0287104,Q2 2002,INDUSTRIALS,13F,09/30/2021,47.55,227.25
Harmony biosciences holdings  inc.,HRMY,"",3099941.0,118820000.0,0.00294977,0.0008,1897,1938066.0,166.805035,addition,5.4376846,Q4 2020,HEALTH CARE,13F,09/30/2021,35.9725,40.13
Rlx technology inc. ads,RLX,"",26207383.0,118457000.0,0.00294075,0.001,1898,21672702.0,477.932229,addition,2.7510882,Q1 2021,CONSUMER STAPLES,13F,09/30/2021,5.2623,4.83
Varex imaging corp,VREX,"",4197478.0,118368000.0,0.00293854,0.0028,1899,4647.0,0.110832,addition,10.6534975,Q1 2017,HEALTH CARE,13F,09/30/2021,31.5663,30.05
Sorrento therapeutics inc,SRNE,"",15506493.0,118314000.0,0.0029372,0.0034,1900,1376502.0,9.741705,addition,5.2017830,Q4 2013,INFORMATION TECHNOLOGY,13F,09/30/2021,6.6094,6.2
Panacea acquisition corp,NUVB,"",11902527.0,118311000.0,0.00293713,0.0026,1901,806166.0,7.265139,addition,5.4659153,Q1 2021,FINANCE,13F,09/30/2021,10.0146,9.54
Trueblue inc,TBI,"",4368188.0,118291000.0,0.00293663,0.0031,1902,1713.0,0.039231,addition,12.3035516,Q2 2002,INDUSTRIALS,13F,09/30/2021,21.0024,26.09
Ping identity holding corp,PING,"",4814287.0,118287000.0,0.00293653,0.0025,1903,353208.0,7.917546,addition,5.8630875,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2021,25.5986,28.09
Liberty media corp series a,FWONA,"",2505400.0,117879000.0,0.0029264,0.0028,1904,-170312.0,-6.36511,reduction,9.6971155,Q1 2013,COMMUNICATIONS,13F,09/30/2021,20.83,55.8
Wipro ltd adr,WIT,"",13345895.0,117845000.0,0.00292556,0.0026,1905,-232219.0,-1.710245,reduction,0.2435510,Q2 2005,INFORMATION TECHNOLOGY,13F,09/30/2021,4.12,9.09
Ew scripps company cl a,SSP,"",6516750.0,117693000.0,0.00292179,0.0031,1906,313631.0,5.056021,addition,9.2390838,Q2 2002,COMMUNICATIONS,13F,09/30/2021,18.041,20.13
Fulgent genetics inc,FLGT,"",1307734.0,117630000.0,0.00292022,0.0029,1907,28175.0,2.201931,addition,4.4298043,Q4 2016,HEALTH CARE,13F,09/30/2021,44.99,98.32
Schnitzer steel industries inc,SCHN,"",2677504.0,117303000.0,0.0029121,0.0032,1908,87725.0,3.387355,addition,9.7992394,Q2 2002,MATERIALS,13F,09/30/2021,33.0543,53.12
Myr group inc.,MYRG,"",1178060.0,117217000.0,0.00290997,0.0025,1909,61459.0,5.504115,addition,6.9842128,Q4 2008,INDUSTRIALS,13F,09/30/2021,32.0334,113.53
Green plains inc,GPRE,"",3585172.0,117055000.0,0.00290595,0.0025,1910,563766.0,18.659061,addition,7.4400904,Q2 2008,ENERGY,13F,09/30/2021,23.8938,39.21
Bellring brands  inc. class a common,BRBR,"",3795633.0,116715000.0,0.00289751,0.0028,1911,172074.0,4.748757,addition,9.6066608,Q4 2019,CONSUMER STAPLES,13F,09/30/2021,21.8621,25.85
American axle & manufacturing holdings inc,AXL,"",13180065.0,116116000.0,0.00288264,0.0034,1912,60649.0,0.462284,addition,11.5566931,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,15.1805,9.77
Alector inc,ALEC,"",5077433.0,115867000.0,0.00287646,0.0026,1913,146113.0,2.962959,addition,6.2780914,Q1 2019,HEALTH CARE,13F,09/30/2021,19.7509,22.22
Hydrofarm holdings group  inc.,HYFM,"",3050500.0,115461000.0,0.00286638,0.0029,1914,1085573.0,55.247498,addition,6.9445573,Q4 2020,INDUSTRIALS,13F,09/30/2021,50.4235,41.24
Ladder capital corp,LADR,"",10426673.0,115215000.0,0.00286027,0.0031,1915,-197752.0,-1.861296,reduction,8.2594808,Q1 2014,REAL ESTATE,13F,09/30/2021,14.03,12.1
Tompkins financial corp. (ithaca  ny),TMP,"",1422081.0,115061000.0,0.00285645,0.0028,1916,-29698.0,-2.045628,reduction,9.6498249,Q2 2002,FINANCE,13F,09/30/2021,57.91,83.74
Sandy spring bancorp  inc.,SASR,"",2510149.0,115015000.0,0.0028553,0.0028,1917,-46450.0,-1.816867,reduction,5.3150435,Q2 2002,FINANCE,13F,09/30/2021,29.49,50.09
Cohu inc.,COHU,"",3599802.0,114978000.0,0.00285439,0.0033,1918,33674.0,0.944273,addition,7.4074524,Q2 2002,INFORMATION TECHNOLOGY,13F,09/30/2021,23.2124,38.17
Tivity health inc,TVTY,"",4928429.0,113649000.0,0.00282139,0.0032,1919,-8100.0,-0.164083,reduction,10.0047795,Q2 2002,HEALTH CARE,13F,09/30/2021,25.44,27.22
Meta financial group inc,CASH,"",2164974.0,113618000.0,0.00282062,0.0026,1920,85261.0,4.099652,addition,6.7824649,Q2 2002,FINANCE,13F,09/30/2021,22.4127,63.49
Lakeland financial corp.,LKFN,"",1594334.0,113580000.0,0.00281968,0.0019,1921,364913.0,29.681696,addition,6.3016905,Q2 2002,FINANCE,13F,09/30/2021,37.6501,73.3
Broadmark realty capital ord shs,BRMK,"",11514088.0,113529000.0,0.00281841,0.003,1922,20327.0,0.176852,addition,8.6805790,Q4 2019,FINANCE,13F,09/30/2021,11.8764,9.97
Corecivic inc. (corrections corp. of america),CXW,"",12752877.0,113500000.0,0.00281769,0.0033,1923,-61802.0,-0.482275,reduction,10.6022379,Q2 2002,REAL ESTATE,13F,09/30/2021,27.71,11.58
Aar corp,AIR,"",3499490.0,113489000.0,0.00281742,0.0034,1924,4262.0,0.121938,addition,9.8657337,Q2 2002,INDUSTRIALS,13F,09/30/2021,27.0166,37.58
News inc. class b,NWS,"",4881808.0,113404000.0,0.00281531,0.0028,1925,269824.0,5.850497,addition,2.4454251,Q3 2013,COMMUNICATIONS,13F,09/30/2021,15.6344,23.51
Lennar corp. class b,LEN.B,"",1456279.0,112993000.0,0.00280511,0.0029,1926,44283.0,3.136199,addition,3.8709049,Q2 2003,CONSUMER DISCRETIONARY,13F,09/30/2021,42.8107,90.49
Lantheus holdings inc,LNTH,"",4376499.0,112389000.0,0.00279011,0.003,1927,-5725.0,-0.130641,reduction,6.4737186,Q3 2015,HEALTH CARE,13F,09/30/2021,16.5,29.29
Andersons  inc. (the),ANDE,"",3636293.0,112107000.0,0.00278311,0.0027,1928,57811.0,1.615517,addition,10.9254587,Q1 2003,CONSUMER STAPLES,13F,09/30/2021,34.4712,36.74
Innoviva inc,INVA,"",6699720.0,111953000.0,0.00277929,0.0023,1929,-98297.0,-1.445966,reduction,9.6406364,Q4 2004,HEALTH CARE,13F,09/30/2021,16.35,17.25
M/i homes inc,MHO,"",1935591.0,111877000.0,0.0027774,0.0028,1930,-386.0,-0.019938,reduction,6.6020275,Q2 2002,CONSUMER DISCRETIONARY,13F,09/30/2021,26.48,60.85
B2gold corp,BTG,"",32632085.0,111602000.0,0.00277057,0.0033,1931,1099877.0,3.488107,addition,3.0957568,Q1 2015,MATERIALS,13F,09/30/2021,2.3667,4.58
New oriental education & tech group inc adr,EDU,"",54142087.0,110991000.0,0.00275541,0.0107,1932,1644131.0,3.1318,addition,3.1584116,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2021,16.5945,2.2
