Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Ishares core 1-5 year usd bond etf,ISTB,"",1515967.0,77420000.0,0.00216645,0.0001,2373,1418004.0,1447.489358,addition,No Data,Q3 2018,FINANCE,13F,09/30/2021,51.092,50.63
Green brick partners inc,GRBK,"",3763131.0,77221000.0,0.00216088,0.0024,2374,10922.0,0.291082,addition,7.4135797,Q1 2016,MATERIALS,13F,09/30/2021,14.1884,26.85
Smith & wesson brands inc. (american outdoor brands),SWBI,"",3713331.0,77089000.0,0.00215718,0.004,2375,-442596.0,-10.649754,reduction,7.7274246,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,13.18,23.93
Radius global infrastructure  inc.,RADI,"",4717336.0,77036000.0,0.0021557,0.0018,2376,347501.0,7.952268,addition,6.2325630,Q4 2020,REAL ESTATE,13F,09/30/2021,14.431,18.26
Telos corp,TLS,"",2704628.0,76866000.0,0.00215094,0.0012,2377,1451022.0,115.747851,addition,4.0515597,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,32.0585,18.51
Ideaya biosciences inc,IDYA,"",3011666.0,76766000.0,0.00214814,0.0015,2378,409243.0,15.72546,addition,7.8423143,Q2 2019,HEALTH CARE,13F,09/30/2021,18.8104,23.68
Jackson financial inc,JXN,"",2951717.0,76744000.0,0.00214753,,2379,2951717.0,,new,N/A,Q3 2021,FINANCE,13F,09/30/2021,26.0,36.36
Franklin street properties corp,FSP,"",16537283.0,76733000.0,0.00214722,0.0028,2380,-2432721.0,-12.824041,reduction,15.3985935,Q2 2009,REAL ESTATE,13F,09/30/2021,10.94,5.94
Impinj inc,PI,"",1342054.0,76671000.0,0.00214549,0.0021,2381,-123610.0,-8.43372,reduction,5.5250348,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,39.48,79.37
Dsp group inc.,DSPG,"",3497594.0,76631000.0,0.00214437,0.0015,2382,-155297.0,-4.251345,reduction,14.3001417,Q3 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,13.18,21.95
Telus corp. non-voting shares,TU,"",3480626.0,76434000.0,0.00213885,0.0022,2383,-76034.0,-2.137792,reduction,0.2557816,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,17.23,22.92
Figs inc,FIGS,"",2055205.0,76330000.0,0.00213594,0.0,2384,2035224.0,10185.796507,addition,1.3911837,Q2 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,37.266,32.25
American public education inc,APEI,"",2980010.0,76317000.0,0.00213558,0.0024,2385,-18662.0,-0.622342,reduction,15.9407421,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,26.91,24.79
Meridian bancorp inc,EBSB,"",3652608.0,75828000.0,0.0021219,0.0021,2386,-91241.0,-2.437091,reduction,6.9424141,Q2 2015,FINANCE,13F,09/30/2021,18.31,
Chemocentryx  inc.,CCXI,"",4428554.0,75728000.0,0.0021191,0.0017,2387,-230843.0,-4.954354,reduction,6.3352388,Q1 2015,HEALTH CARE,13F,09/30/2021,19.09,39.52
Parker-hannifin corp.,PH,CALL,270600.0,75667000.0,0.00211739,0.0023,2388,0.0,0.0,,N/A,Q2 2021,INDUSTRIALS,13F,09/30/2021,,329.32
Echostar corp.,SATS,"",2952634.0,75321000.0,0.00210771,0.0022,2389,-289368.0,-8.925596,reduction,7.1599130,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,38.2,29.39
Globalstar inc,GSAT,"",45093683.0,75306000.0,0.00210729,0.0023,2390,-1180857.0,-2.55185,reduction,2.5149851,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,1.57,1.56
Nlight inc,LASR,"",2663487.0,75084000.0,0.00210108,0.0027,2391,-16349.0,-0.610075,reduction,6.1657442,Q2 2018,INDUSTRIALS,13F,09/30/2021,22.5,27.13
Ranpak holdings corp,PACK,"",2790883.0,74851000.0,0.00209456,0.0018,2392,171962.0,6.566139,addition,N/A,Q4 2019, ,13F,09/30/2021,,
Conns inc,CONN,"",3276956.0,74812000.0,0.00209347,0.0022,2393,107868.0,3.403755,addition,11.1146777,Q4 2010,CONSUMER DISCRETIONARY,13F,09/30/2021,17.4724,23.07
Royal bank of canada (nyse),RY,"",751228.0,74732000.0,0.00209123,0.0021,2394,497.0,0.066202,addition,0.0527180,Q1 2017,FINANCE,13F,09/30/2021,92.1049,104.79
Qad inc.  class a,QADA,"",854814.0,74702000.0,0.00209039,0.0022,2395,-32874.0,-3.703328,reduction,4.8396880,Q2 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,35.97,
Purple innovation inc,PRPL,"",3552095.0,74666000.0,0.00208938,0.0025,2396,188411.0,5.601329,addition,5.3518449,Q2 2018,FINANCE,13F,09/30/2021,24.8836,13.15
Nisource inc equity units due 12/01/2023,NIMC,"",719898.0,74473000.0,0.00208398,0.0021,2397,-13136.0,-1.792004,reduction,0.7880070,Q2 2021,DIVIDEND PAYER,13F,09/30/2021,102.79,107.61
Canadian national railway co.,CNI,"",643661.0,74439000.0,0.00208303,0.0017,2398,65325.0,11.295337,addition,0.0907859,Q3 2007,TRANSPORTS,13F,09/30/2021,108.0845,127.69
Nurix therapeutics  inc.,NRIX,"",2483573.0,74408000.0,0.00208216,0.0015,2399,396957.0,19.02396,addition,5.5902515,Q3 2020,HEALTH CARE,13F,09/30/2021,31.8,33.83
Manitowoc co. inc.,MTW,"",3453302.0,73971000.0,0.00206993,0.0024,2400,-2430.0,-0.070318,reduction,9.8650999,Q3 2008,INDUSTRIALS,13F,09/30/2021,145.74,20.77
Brightspire capital inc,BRSP,"",7855001.0,73758000.0,0.00206397,0.0021,2401,-154669.0,-1.931028,reduction,6.0535246,Q2 2018,REAL ESTATE,13F,09/30/2021,16.09,9.49
City office reit inc,CIO,"",4129475.0,73753000.0,0.00206383,0.0017,2402,-730733.0,-15.035015,reduction,9.4811945,Q2 2016,REAL ESTATE,13F,09/30/2021,13.03,18.43
Lions gate entertainment corp class a,LGF.A,"",5191643.0,73669000.0,0.00206148,0.0029,2403,211512.0,4.247117,addition,6.2431480,Q4 2016,COMMUNICATIONS,13F,09/30/2021,20.3772,18.07
Bryn mawr bank corp. (bryn mawr  pa),BMTC,"",1597005.0,73382000.0,0.00205345,0.0019,2404,-15926.0,-0.987395,reduction,8.0339756,Q3 2011,FINANCE,13F,09/30/2021,40.32,48.91
Phibro animal health corp,PAHC,"",3404901.0,73340000.0,0.00205227,0.0027,2405,11606.0,0.342027,addition,16.7419231,Q2 2014,HEALTH CARE,13F,09/30/2021,29.8017,21.68
Madrigal pharmaceuticals inc,MDGL,"",915789.0,73070000.0,0.00204472,0.0025,2406,5972.0,0.656396,addition,5.5167856,Q1 2017,HEALTH CARE,13F,09/30/2021,126.871,86.96
Rayonier advanced materials inc,RYAM,"",9725814.0,72944000.0,0.00204119,0.0019,2407,-257317.0,-2.577518,reduction,15.2592060,Q3 2014,MATERIALS,13F,09/30/2021,12.3,6.25
Corepoint lodging inc,CPLG,"",4702107.0,72882000.0,0.00203946,0.0014,2408,-99695.0,-2.0762,reduction,8.0426608,Q2 2018,REAL ESTATE,13F,09/30/2021,17.71,15.52
Danimer scientific inc,DNMR,"",4457159.0,72830000.0,0.002038,0.0032,2409,-101915.0,-2.235432,reduction,4.5605896,Q1 2021,FINANCE,13F,09/30/2021,29.1,16.2
Umh properties  inc.,UMH,"",3177671.0,72768000.0,0.00203627,0.0019,2410,128304.0,4.207562,addition,6.6993066,Q3 2012,REAL ESTATE,13F,09/30/2021,15.722,23.49
Scholar rock holding corp,SRRK,"",2198105.0,72582000.0,0.00203106,0.0018,2411,19049.0,0.874186,addition,6.3786039,Q3 2018,HEALTH CARE,13F,09/30/2021,24.9803,34.34
Lakeland bancorp  inc.,LBAI,"",4116203.0,72569000.0,0.0020307,0.002,2412,-73799.0,-1.761312,reduction,8.1345717,Q2 2011,FINANCE,13F,09/30/2021,18.21,18.74
Berkeley lights  inc.,BLI,"",3708550.0,72539000.0,0.00202986,0.0042,2413,325170.0,9.610803,addition,5.5268512,Q3 2020,HEALTH CARE,13F,09/30/2021,50.1227,24.64
Tristate capital holdings inc,TSC,"",3410445.0,72130000.0,0.00201842,0.0019,2414,66222.0,1.980191,addition,10.2858307,Q2 2015,FINANCE,13F,09/30/2021,22.9837,29.88
German american bancorp inc,GABC,"",1863355.0,71983000.0,0.0020143,0.002,2415,-25728.0,-1.361931,reduction,7.0194221,Q2 2011,FINANCE,13F,09/30/2021,25.19,41.61
Orion engineered carbons s.a,OEC,"",3926668.0,71583000.0,0.00200311,0.0021,2416,-22953.0,-0.581144,reduction,6.4760913,Q1 2019,MATERIALS,13F,09/30/2021,19.02,19.19
Vedanta  ltd adr,VEDL,"",4664941.0,71280000.0,0.00199463,0.002,2417,-412010.0,-8.115304,reduction,0.5019849,Q3 2013,MATERIALS,13F,09/30/2021,13.4,
Tootsie roll industries inc. (sweets co. of america),TR,"",2339286.0,71185000.0,0.00199197,0.0023,2418,-105624.0,-4.320159,reduction,5.8479210,Q2 2009,CONSUMER STAPLES,13F,09/30/2021,34.71,32.8
Whitestone reit,WSR,"",7277456.0,71172000.0,0.00199161,0.0016,2419,202612.0,2.863837,addition,17.0122685,Q3 2012,REAL ESTATE,13F,09/30/2021,12.7159,9.79
Kingsoft cloud holdings limited adr,KC,"",2509850.0,71079000.0,0.001989,0.0023,2420,44630.0,1.810386,addition,1.1218506,Q2 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,39.8218,22.79
Joby aviation inc,JOBY,"",7059369.0,71018000.0,0.0019873,0.001,2421,3613536.0,104.866835,addition,1.1689866,Q1 2021,FINANCE,13F,09/30/2021,10.1039,8.8
Wells fargo & co.  (northwest bancorporation),WFC,CALL,1528300.0,70929000.0,0.00198481,0.0038,2422,-1507900.0,-49.664054,reduction,N/A,Q2 2021,FINANCE,13F,09/30/2021,,49.84
Confluent inc,CFLT,"",1188095.0,70871000.0,0.00198318,0.0009,2423,538124.0,82.792001,addition,4.3082340,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,53.0031,79.82
Kt corp adr,KT,"",5181562.0,70573000.0,0.00197485,0.0025,2424,-1309997.0,-20.180006,reduction,0.9922114,Q1 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,13.22,12.94
Intersect ent inc,XENT,"",2593835.0,70553000.0,0.00197429,0.0014,2425,-362503.0,-12.261893,reduction,7.7858839,Q2 2015,HEALTH CARE,13F,09/30/2021,22.36,27.1
American electric power company inc,AEPPZ,"",1418924.0,70549000.0,0.00197417,0.0021,2426,-25976.0,-1.797771,reduction,9.4594933,Q3 2020,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,49.45,50.0
Rex american resources corp.,REX,"",882250.0,70464000.0,0.0019718,0.0022,2427,-9102.0,-1.021145,reduction,14.7757354,Q3 2011,CONSUMER DISCRETIONARY,13F,09/30/2021,87.43,87.76
National presto industries inc.,NPK,"",858271.0,70447000.0,0.00197132,0.0025,2428,-27622.0,-3.117984,reduction,12.1949213,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,107.68,87.08
Dillards inc.,DDS,"",407669.0,70332000.0,0.0019681,0.0023,2429,-56123.0,-12.100899,reduction,2.4518472,Q4 2008,CONSUMER DISCRETIONARY,13F,09/30/2021,63.82,351.92
Global medical reit inc,GMRE,"",4779201.0,70256000.0,0.00196597,0.0019,2430,123739.0,2.657932,addition,7.4445956,Q4 2016,REAL ESTATE,13F,09/30/2021,11.4854,16.52
Origin bancorp inc,OBNK,"",1655288.0,70101000.0,0.00196164,0.002,2431,-33285.0,-1.971191,reduction,7.0431149,Q2 2018,FINANCE,13F,09/30/2021,36.23,45.63
Viewray inc,VRAY,"",9717073.0,70061000.0,0.00196052,0.0017,2432,266349.0,2.818292,addition,5.9135163,Q1 2017,HEALTH CARE,13F,09/30/2021,5.615,5.62
Tjx companies inc.,TJX,CALL,1059800.0,69926000.0,0.00195674,,2433,1059800.0,,new,N/A,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,,73.55
Mcafee corp.,MCFE,"",3160544.0,69879000.0,0.00195543,0.0018,2434,906927.0,40.243174,addition,1.8704962,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,20.8051,25.6
Scorpio tankers inc,STNG,"",3768203.0,69863000.0,0.00195498,0.0023,2435,66059.0,1.784344,addition,6.4864845,Q2 2011,TRANSPORTS,13F,09/30/2021,25.0832,16.14
Ingles markets  inc class a,IMKTA,"",1053392.0,69556000.0,0.00194639,0.0018,2436,-45505.0,-4.14097,reduction,7.3860902,Q2 2011,CONSUMER STAPLES,13F,09/30/2021,40.24,77.09
Wideopenwest inc,WOW,"",3537290.0,69508000.0,0.00194504,0.0021,2437,-74747.0,-2.069386,reduction,4.0610079,Q3 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,9.31,20.06
Alpha metallurgical resources inc.,AMR,"",1394856.0,69451000.0,0.00194345,0.001,2438,-27300.0,-1.919621,reduction,7.5806085,Q4 2018,MATERIALS,13F,09/30/2021,42.7,48.5
Bhp group ltd,BHP,"",1296743.0,69402000.0,0.00194208,0.0027,2439,-11177.0,-0.854563,reduction,0.0879073,Q1 2011,ENERGY,13F,09/30/2021,67.9,52.32
Gogo inc,GOGO,"",4010448.0,69380000.0,0.00194146,0.0013,2440,-49921.0,-1.22947,reduction,3.6556873,Q3 2013,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,9.92,14.27
Tpg re finance trust inc,TRTX,"",5579281.0,69073000.0,0.00193287,0.0021,2441,-554.0,-0.009929,reduction,7.2414762,Q3 2017,FINANCE,13F,09/30/2021,17.66,13.07
Sutro biopharma inc,STRO,"",3656477.0,69071000.0,0.00193282,0.0019,2442,29678.0,0.818297,addition,7.9234829,Q3 2018,HEALTH CARE,13F,09/30/2021,15.0316,18.49
21vianet group inc adr,VNET,"",3983807.0,68958000.0,0.00192965,0.0023,2443,331045.0,9.062868,addition,2.8896177,Q3 2012,COMMUNICATIONS,13F,09/30/2021,23.3524,16.35
Construction partners inc,ROAD,"",2065414.0,68924000.0,0.0019287,0.0018,2444,-7456.0,-0.359695,reduction,5.6576501,Q2 2018,INDUSTRIALS,13F,09/30/2021,18.01,39.9
Kb financial group inc adr,KB,"",1480929.0,68730000.0,0.00192327,0.002,2445,25848.0,1.776396,addition,0.3561570,Q1 2017,FINANCE,13F,09/30/2021,38.53,47.16
Weis markets inc,WMK,"",1307504.0,68709000.0,0.00192269,0.0019,2446,-15624.0,-1.180838,reduction,4.8608910,Q4 2009,CONSUMER STAPLES,13F,09/30/2021,54.15,64.2
Desktop metal  inc,DM,"",9573498.0,68642000.0,0.00192081,0.002,2447,3178999.0,49.714591,addition,3.7429122,Q1 2021,FINANCE,13F,09/30/2021,10.8236,7.1
Golar lng ltd,GLNG,"",5284835.0,68544000.0,0.00191807,0.0019,2448,21023.0,0.399387,addition,4.8068603,Q4 2010,ENERGY,13F,09/30/2021,23.3187,13.04
Dennys corp.,DENN,"",4192087.0,68496000.0,0.00191672,0.002,2449,-181320.0,-4.145967,reduction,6.5297307,Q4 2010,CONSUMER DISCRETIONARY,13F,09/30/2021,12.66,15.36
Energy recovery inc,ERII,"",3598823.0,68486000.0,0.00191644,0.0022,2450,91525.0,2.609559,addition,6.2968997,Q1 2016,INDUSTRIALS,13F,09/30/2021,10.3563,22.76
Oportun financial corp,OPRT,"",2736185.0,68486000.0,0.00191644,0.0015,2451,42644.0,1.583195,addition,9.7556465,Q3 2019,FINANCE,13F,09/30/2021,16.8889,25.27
Teck resources ltd,TECK,"",2748896.0,68474000.0,0.00191611,0.0006,2452,1845806.0,204.387824,addition,0.5239434,Q1 2017,MATERIALS,13F,09/30/2021,23.1787,27.08
Lowes companies  inc.,LOW,PUT,336900.0,68343000.0,0.00191244,,2453,336900.0,,new,N/A,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,,245.73
Aclaris therapeutics inc,ACRS,"",3788417.0,68192000.0,0.00190822,0.0016,2454,549368.0,16.960781,addition,6.1886355,Q1 2016,HEALTH CARE,13F,09/30/2021,18.2052,13.82
Axsome therapeutics inc,AXSM,"",2068063.0,68165000.0,0.00190746,0.004,2455,-52691.0,-2.484541,reduction,5.4882062,Q2 2016,HEALTH CARE,13F,09/30/2021,39.46,34.55
Rite aid corp.,RAD,"",4797390.0,68124000.0,0.00190632,0.002,2456,385629.0,8.740931,addition,8.7087813,Q2 2009,CONSUMER STAPLES,13F,09/30/2021,678.283,13.26
Powerschool holdings inc,PWSC,"",2763489.0,68009000.0,0.0019031,,2457,2763489.0,,new,1.3928747,Q3 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,24.61,23.35
Personalis inc,PSNL,"",3531961.0,67954000.0,0.00190156,0.0025,2458,45996.0,1.319462,addition,7.9526312,Q2 2019,HEALTH CARE,13F,09/30/2021,19.1709,16.37
Parsons corp,PSN,"",2009996.0,67858000.0,0.00189887,0.0022,2459,7246.0,0.361803,addition,1.9609185,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2021,35.9421,35.96
Fibrogen inc,FGEN,"",6635779.0,67817000.0,0.00189772,0.0054,2460,-605657.0,-8.363769,reduction,7.1643705,Q4 2014,HEALTH CARE,13F,09/30/2021,34.49,12.34
Extraction oil & gas inc,XOG,"",1196324.0,67532000.0,0.00188975,0.0025,2461,-441242.0,-26.94499,reduction,4.6296181,Q1 2021,ENERGY,13F,09/30/2021,43.87,
Gossamer bio inc,GOSS,"",5362870.0,67410000.0,0.00188634,0.0012,2462,-52935.0,-0.977417,reduction,7.0570085,Q1 2019,HEALTH CARE,13F,09/30/2021,15.92,11.64
Avid technology inc,AVID,"",2330485.0,67396000.0,0.00188594,0.0027,2463,-180963.0,-7.205524,reduction,5.1102340,Q2 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,8.24,34.07
Syndax pharmaceuticals inc,SNDX,"",3526298.0,67389000.0,0.00188575,0.0017,2464,6404.0,0.181937,addition,7.2516373,Q1 2016,HEALTH CARE,13F,09/30/2021,15.267,17.82
Noah holdings ltd adr,NOAH,"",1814760.0,67383000.0,0.00188558,0.0023,2465,41827.0,2.359198,addition,3.9843604,Q4 2015,FINANCE,13F,09/30/2021,43.2946,45.87
Blink chargng co,BLNK,"",2351380.0,67271000.0,0.00188245,0.0027,2466,-3764.0,-0.15982,reduction,5.5773826,Q1 2018,INDUSTRIALS,13F,09/30/2021,,46.13
Ares commercial real estate corp,ACRE,"",4456082.0,67197000.0,0.00188037,0.0016,2467,435702.0,10.837334,addition,9.4810255,Q4 2013,REAL ESTATE,13F,09/30/2021,13.438,15.5
Arko corp.,ARKO:TASE,"",6652621.0,67190000.0,0.00188018,0.0006,2468,4435041.0,199.994634,addition,N/A,Q4 2020, ,13F,09/30/2021,,
Realreal inc,REAL,"",5075463.0,66894000.0,0.0018719,0.0029,2469,-157801.0,-3.015346,reduction,5.5428624,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2021,15.93,16.17
Veoneer inc,VNE,"",1963213.0,66867000.0,0.00187114,0.0013,2470,-35592.0,-1.780664,reduction,1.7532433,Q3 2018,CONSUMER DISCRETIONARY,13F,09/30/2021,42.49,35.63
Lifestance health group inc,LFST,"",4607687.0,66811000.0,0.00186957,0.0016,2471,2607735.0,130.389879,addition,1.2315124,Q2 2021,HEALTH CARE,13F,09/30/2021,6.7653,9.37
Sentinelone inc,S,"",1242531.0,66563000.0,0.00186263,0.0012,2472,242531.0,24.2531,addition,2.9812229,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,44.6608,73.71
Spectrum pharmaceuticals inc.,SPPI,"",30531435.0,66559000.0,0.00186252,0.0032,2473,336548.0,1.114586,addition,18.9025724,Q2 2011,HEALTH CARE,13F,09/30/2021,8.0051,1.92
Sap se adr,SAP,"",492824.0,66551000.0,0.0018623,0.0018,2474,24727.0,5.282452,addition,0.0401158,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,125.6272,141.97
Rio tinto plc (nyse) adr,RIO,"",995491.0,66519000.0,0.0018614,0.0023,2475,7974.0,0.80748,addition,0.0797809,Q2 2011,MATERIALS,13F,09/30/2021,75.7082,60.67
On holding ag,ONON,"",2203175.0,66382000.0,0.00185757,,2476,2203175.0,,new,N/A,Q3 2021,CONSUMER DISCRETIONARY,13F,09/30/2021,30.13,51.45
Rush street interactive inc,RSI,"",3453177.0,66337000.0,0.00185631,0.0013,2477,-350780.0,-9.22145,reduction,5.8352881,Q1 2021,FINANCE,13F,09/30/2021,13.33,21.27
Marcus corp,MCS,"",3796378.0,66248000.0,0.00185382,0.0024,2478,-263085.0,-6.480783,reduction,15.6282799,Q2 2011,CONSUMER DISCRETIONARY,13F,09/30/2021,30.4,20.69
American vanguard corp.,AVD,"",4389644.0,66063000.0,0.00184864,0.0022,2479,-120102.0,-2.663166,reduction,14.2159966,Q2 2011,MATERIALS,13F,09/30/2021,17.5,16.39
Ishares 3-7 year treasury bond etf,IEI,"",506209.0,65895000.0,0.00184394,0.0037,2480,-514105.0,-50.38694,reduction,No Data,Q4 2014,FINANCE,13F,09/30/2021,129.01,128.83
Lufax holding ltd ads,LU,"",9439947.0,65891000.0,0.00184383,0.0028,2481,685642.0,7.832055,addition,0.3833791,Q4 2020,COMMUNICATIONS,13F,09/30/2021,13.5365,6.99
Stanley black & decker  inc. 5.25% equity units due 11/15/2022,SWT,"",625986.0,65879000.0,0.00184349,0.0021,2482,-11482.0,-1.801188,reduction,0.2286418,Q4 2019,CONSUMER DISCRETIONARY,13F,09/30/2021,109.9,111.28
Brown-forman corp. class a,BF.A,"",1051041.0,65869000.0,0.00184321,0.002,2483,21296.0,2.068085,addition,0.6214150,Q1 2013,CONSUMER STAPLES,13F,09/30/2021,24.2643,67.4
Companhia paranaense de energia,ELP,"",10072392.0,65773000.0,0.00184053,0.0015,2484,964011.0,10.58378,addition,3.6345821,Q3 2011,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,29.1554,5.4
Oil states international inc,OIS,"",10290529.0,65755000.0,0.00184002,0.0023,2485,-223158.0,-2.122547,reduction,16.7669588,Q2 2009,ENERGY,13F,09/30/2021,26.72,5.63
United states cellular corp.,USM,"",2056341.0,65578000.0,0.00183507,0.0021,2486,-10091.0,-0.48833,reduction,3.8270750,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,36.98,31.93
Technipfmc plc ordinary share (fmc technologies),FTI,"",8703094.0,65535000.0,0.00183387,0.0028,2487,-2312135.0,-20.990349,reduction,1.9310150,Q3 2007,ENERGY,13F,09/30/2021,28.83,6.72
Ranger oil corp,ROCC,"",2454672.0,65467000.0,0.00183196,0.0017,2488,-76273.0,-3.013617,reduction,16.0139559,Q1 2017,ENERGY,13F,09/30/2021,46.87,25.65
Tenneco inc.,TEN,"",4587205.0,65458000.0,0.00183171,0.0025,2489,-51809.0,-1.116811,reduction,5.5960611,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,44.55,12.23
Netstreit corp.,NTST,"",2766321.0,65424000.0,0.00183076,0.0018,2490,-19900.0,-0.714229,reduction,6.9887991,Q3 2020,REAL ESTATE,13F,09/30/2021,20.67,23.62
Workhorse group inc,WKHS,"",8531348.0,65265000.0,0.00182631,0.004,2491,-150380.0,-1.732144,reduction,6.8829805,Q1 2016,CONSUMER DISCRETIONARY,13F,09/30/2021,17.26,6.78
Pmv pharmaceuticals  inc.,PMVP,"",2187923.0,65199000.0,0.00182446,0.0018,2492,269789.0,14.06518,addition,4.8307036,Q3 2020,HEALTH CARE,13F,09/30/2021,43.941,24.26
Spdr(r) portfolio s&p 500 etf-spdr(r) portfolio s&p 500 etf,SPLG,"",1290721.0,65130000.0,0.00182253,0.0014,2493,266782.0,26.054482,addition,No Data,Q4 2015,FINANCE,13F,09/30/2021,48.0801,55.06
Kearny financial corp,KRNY,"",5229232.0,65000000.0,0.0018189,0.0019,2494,-573340.0,-9.880791,reduction,6.8137855,Q2 2015,FINANCE,13F,09/30/2021,14.24,13.29
Aspen aerogels inc,ASPN,"",1408299.0,64795000.0,0.00181316,0.0013,2495,-166273.0,-10.559885,reduction,4.2748463,Q2 2016,ENERGY,13F,09/30/2021,8.53,61.92
Olema pharmaceuticals  inc.,OLMA,"",2339975.0,64490000.0,0.00180462,0.0011,2496,870796.0,59.270926,addition,5.9153257,Q4 2020,HEALTH CARE,13F,09/30/2021,35.4145,25.3
Ishares global consumer discretionary etf,RXI,"",390398.0,64404000.0,0.00180222,0.0019,2497,-479.0,-0.122545,reduction,No Data,Q2 2011,CONSUMER DISCRETIONARY,13F,09/30/2021,120.54,185.87
Vaxart inc ord,VXRT,"",8095384.0,64358000.0,0.00180093,0.0017,2498,-73789.0,-0.903262,reduction,6.4622905,Q1 2018,HEALTH CARE,13F,09/30/2021,,6.75
Definitive healthcare corp,DH,"",1500000.0,64246000.0,0.0017978,,2499,1500000.0,,new,N/A,Q3 2021, ,13F,09/30/2021,42.83,37.64
State auto financial corp,STFC,"",1258084.0,64098000.0,0.00179366,0.0007,2500,-150699.0,-10.697105,reduction,2.8448315,Q2 2011,FINANCE,13F,09/30/2021,27.11,51.4
American electric power company inc,AEPPL,"",1343778.0,64058000.0,0.00179254,0.0019,2501,-24612.0,-1.79861,reduction,8.3464472,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,53.42,49.13
Vaxcyte  inc.,PCVX,"",2524645.0,64051000.0,0.00179234,0.0015,2502,178028.0,7.586581,addition,4.8374773,Q2 2020,HEALTH CARE,13F,09/30/2021,33.41,25.01
Cooper-standard holdings inc,CPS,"",2923341.0,64049000.0,0.00179228,0.0024,2503,-90605.0,-3.006192,reduction,17.2070784,Q2 2014,CONSUMER DISCRETIONARY,13F,09/30/2021,96.33,25.34
Freshworks inc,FRSH,"",1500000.0,64036000.0,0.00179192,,2504,1500000.0,,new,N/A,Q3 2021, ,13F,09/30/2021,42.69,38.73
National healthcare corp,NHC,"",913847.0,63952000.0,0.00178957,0.0018,2505,-6761.0,-0.734406,reduction,5.9251299,Q4 2010,HEALTH CARE,13F,09/30/2021,72.3,70.9
Ezcorp inc class a non-voting shares,EZPW,"",8429871.0,63814000.0,0.00178571,0.0015,2506,-288806.0,-3.312498,reduction,15.8795190,Q4 2009,FINANCE,13F,09/30/2021,8.24,7.83
Ishares msci china a etf-ishares msci china a etf,CNYA,"",1496919.0,63694000.0,0.00178235,0.0023,2507,-326071.0,-17.886604,reduction,No Data,Q4 2019,FINANCE,13F,09/30/2021,31.68,43.3
Posco  inc. adr,PKX,"",922296.0,63610000.0,0.00178,0.0024,2508,-190394.0,-17.111145,reduction,0.2644597,Q4 2015,MATERIALS,13F,09/30/2021,69.12,57.82
Cai international inc,CAI,"",1131894.0,63284000.0,0.00177088,0.0018,2509,-24356.0,-2.106465,reduction,6.5210474,Q2 2011,TRANSPORTS,13F,09/30/2021,20.86,55.96
Liberty braves group series c,BATRK,"",2395131.0,63279000.0,0.00177074,0.0019,2510,-2861.0,-0.119308,reduction,5.8456028,Q2 2016,COMMUNICATIONS,13F,09/30/2021,24.13,30.73
Doubleverify holdings inc,DV,"",1848438.0,63142000.0,0.0017669,0.0039,2511,-1434433.0,-43.694467,reduction,1.1710003,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,42.34,32.14
Hyliion holdings corp,HYLN,"",7497915.0,62982000.0,0.00176243,0.0024,2512,-57597.0,-0.762318,reduction,4.3328591,Q4 2020,INDUSTRIALS,13F,09/30/2021,12.65,7.29
