Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Ishares msci chile capped etf,ECH,,970540,28126000,0.000781728,0.0001,3084,912253,1565.105427,addition,No Data,Q1 2017,FINANCE,13F,6/30/21,29.3091,24.53
Brookfield property reit inc,BPYU,,1488244,28114000,0.000781394,0.001,3085,-324487,-17.90045,reduction,N/A,Q3 2018,REAL ESTATE,13F,6/30/21,20.71,
Farmers national banc corp.,FMNB,,1808679,28052000,0.000779671,0.0009,3086,21570,1.206977,addition,6.3853624,Q2 2016,FINANCE,13F,6/30/21,14.4824,17.82
Galapagos nv adr,GLPG,,407175,28050000,0.000779616,0.0001,3087,346013,565.73199,addition,0.6214276,Q1 2017,HEALTH CARE,13F,6/30/21,75.295,52.99
Willdan group inc,WLDN,,743172,27974000,0.000777503,0.0009,3088,-43706,-5.554355,reduction,5.8276852,Q4 2016,INDUSTRIALS,13F,6/30/21,32.87,33.43
Selecta biosciences inc,SELB,,6690989,27967000,0.000777309,0.0008,3089,448902,7.191537,addition,5.8142424,Q4 2016,HEALTH CARE,13F,6/30/21,3.7882,3.59
Metromile,MILE,,3055084,27953000,0.00077692,0.0004,3090,1722866,129.323129,addition,2.4107576,Q1 2021,FINANCE,13F,6/30/21,9.6471,3.07
Caesarstone ltd,CSTE,,1893401,27946000,0.000776725,0.0008,3091,18529,0.988281,addition,5.4981117,Q4 2015,INDUSTRIALS,13F,6/30/21,28.623,12.48
Avalanche biotechnologies inc,ADVM,,7983122,27941000,0.000776586,0.0021,3092,759632,10.516136,addition,8.1355939,Q3 2014,HEALTH CARE,13F,6/30/21,7.7618,2.27
Onewater marine inc.,ONEW,,664458,27928000,0.000776225,0.0008,3093,15990,2.465812,addition,5.697841,Q1 2020,CONSUMER DISCRETIONARY,13F,6/30/21,26.4736,44.34
Design therapeutics inc,DSGN,,1403342,27911000,0.000775752,0.0007,3094,612323,77.409392,addition,2.5232103,Q1 2021,HEALTH CARE,13F,6/30/21,25.5323,15.68
On24 inc.,ONTF,,785757,27877000,0.000774807,0.0013,3095,-136601,-14.809976,reduction,1.6843312,Q1 2021,INFORMATION TECHNOLOGY,13F,6/30/21,48.51,19.13
Ishares russell 2000 growth etf-ishares russell 2000 growth etf,IWO,,89414,27869000,0.000774585,0.0038,3096,-336761,-79.019417,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,267.34,307.42
United states lime & minerals  inc.,USLM,,199771,27787000,0.000772306,0.0008,3097,-2779,-1.372007,reduction,3.5304705,Q1 2016,MATERIALS,13F,6/30/21,85.26,123.48
Cto realty growth inc,CTO+A,,518700,27761000,0.000771583,0.0007,3098,46688,9.891274,addition,N/A,Q1 2021,REAL ESTATE,13F,6/30/21,,25.85
Praxis precision medicines  inc.,PRAX,,1513973,27677000,0.000769248,0.0012,3099,305922,25.3236,addition,3.3860145,Q4 2020,HEALTH CARE,13F,6/30/21,47.4365,20.8
Digimarc corp,DMRC,,824956,27635000,0.000768081,0.0008,3100,-42560,-4.905961,reduction,4.8726142,Q2 2011,INFORMATION TECHNOLOGY,13F,6/30/21,29.01,50.53
Rocky brands inc.,RCKY,,496454,27602000,0.000767164,0.0009,3101,-49388,-9.04804,reduction,6.8110636,Q1 2017,CONSUMER DISCRETIONARY,13F,6/30/21,25.31,54.55
Atomera inc,ATOM,,1287313,27601000,0.000767136,0.0009,3102,28934,2.299307,addition,5.5737444,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,10.8436,21.61
Tc energy corp,TRP,,556028,27534000,0.000765274,0.0007,3103,52422,10.409328,addition,0.056784,Q1 2017,ENERGY,13F,6/30/21,46.5674,54.1
Blue bird corp,BLBD,,1106053,27495000,0.00076419,0.0009,3104,-93122,-7.765505,reduction,4.0657084,Q1 2016,INDUSTRIALS,13F,6/30/21,19.81,19.61
Telefonica brasil s.a.,VIV,,3232430,27475000,0.000763634,0.0008,3105,-176945,-5.189954,reduction,0.1911566,Q2 2011,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,9.21,8.03
Cambium networks corp,CMBM,,564254,27282000,0.00075827,0.0007,3106,57335,11.310486,addition,2.1285376,Q3 2019,COMMUNICATIONS,13F,6/30/21,23.6893,28.22
Applied therapeutics inc,APLT,,1312102,27266000,0.000757825,0.0007,3107,108372,9.003016,addition,5.012263,Q2 2019,HEALTH CARE,13F,6/30/21,27.5872,14.67
Citizens & northern corp,CZNC,,1111778,27238000,0.000757047,0.0008,3108,3353,0.302501,addition,7.0167336,Q2 2011,FINANCE,13F,6/30/21,23.2737,25.51
Shotspotter inc,SSTI,,557313,27178000,0.000755379,0.0006,3109,-32428,-5.498685,reduction,4.772266,Q3 2017,INFORMATION TECHNOLOGY,13F,6/30/21,41.58,38.91
Canadian natural resources  ltd,CNQ,,748815,27168000,0.000755101,0.0007,3110,1176,0.157295,addition,0.0631222,Q1 2017,ENERGY,13F,6/30/21,30.3693,42.51
Silverback therapeutics  inc.,SBTX,,879365,27164000,0.00075499,0.0016,3111,-339903,-27.877628,reduction,2.5098557,Q4 2020,HEALTH CARE,13F,6/30/21,44.5,8.63
Oncocyte corp,OCX,,4729726,27149000,0.000754573,0.0008,3112,-238488,-4.800276,reduction,5.1644835,Q1 2017,HEALTH CARE,13F,6/30/21,3.06,3.28
Eastman kodak co,KODK,,3262139,27142000,0.000754379,0.0005,3113,1080507,49.527464,addition,4.1516956,Q2 2014,INFORMATION TECHNOLOGY,13F,6/30/21,7.3369,6.79
Pdc energy corp.,PDCE,PRN,27334000,27096000,0.0007531,0.0008,3114,0,0,,N/A,Q2 2018,ENERGY,13F,6/30/21,,52.31
Aeva technologies inc,AEVA,,2561645,27076000,0.000752544,,3115,2561645,,new,1.2073611,Q2 2021,FINANCE,13F,6/30/21,10.57,7.76
Evolus inc,EOLS,,2127366,26912000,0.000747986,0.0006,3116,446255,26.545243,addition,3.897977,Q1 2018,HEALTH CARE,13F,6/30/21,12.9661,7.82
Canada goose holdings inc,GOOS,,610892,26719000,0.000742622,0.0002,3117,470935,336.485492,addition,1.0528048,Q1 2017,CONSUMER DISCRETIONARY,13F,6/30/21,41.2405,37.1
Medtech acquisition corp,MTAC,,2750000,26675000,0.000741399,0.0008,3118,0,0,,11,Q1 2021,FINANCE,13F,6/30/21,9.66,9.95
Great ajax corp,AJX,,2054146,26662000,0.000741038,0.0007,3119,-8970,-0.434779,reduction,8.9581544,Q1 2015,REAL ESTATE,13F,6/30/21,12.81,14.16
Biodelivery sciences international inc,BDSI,,7444242,26651000,0.000740732,0.001,3120,-1144355,-13.32412,reduction,7.5501291,Q1 2017,HEALTH CARE,13F,6/30/21,4.5,4.08
Ishares msci italy capped etf,EWI,,819659,26548000,0.000737869,,3121,819659,,new,No Data,Q2 2021,FINANCE,13F,6/30/21,32.39,33.48
Civista bancshares inc,CIVB,,1198641,26491000,0.000736285,0.0009,3122,-74424,-5.846049,reduction,7.9177243,Q1 2017,FINANCE,13F,6/30/21,21.32,24.06
Old second bancorp inc,OSBC,,2135566,26481000,0.000736007,0.0009,3123,-200465,-8.581436,reduction,7.4389911,Q1 2016,FINANCE,13F,6/30/21,11.47,13.54
Quantum corp,QMCO,,3842334,26474000,0.000735813,0.0006,3124,1271966,49.485755,addition,6.6005062,Q2 2020,INFORMATION TECHNOLOGY,13F,6/30/21,6.1475,5.71
Urogen pharma ltd,URGN,,1727039,26372000,0.000732978,0.001,3125,56434,3.378058,addition,7.7227439,Q2 2018,HEALTH CARE,13F,6/30/21,33.9006,17.2
Lexinfintech holdings ltd,LX,,2145686,26285000,0.00073056,0.0006,3126,88961,4.325372,addition,1.5946,Q3 2019,FINANCE,13F,6/30/21,7.1602,5.34
Energy transfer equity lp,ET,,2470892,26266000,0.000730031,0.0009,3127,-1317376,-34.775153,reduction,0.0913498,Q1 2017,ENERGY,13F,6/30/21,8.05,9.51
Black diamond therapeutics  inc.,BDTX,,2154212,26259000,0.000729837,0.0014,3128,223627,11.58338,addition,5.9486182,Q1 2020,HEALTH CARE,13F,6/30/21,27.7568,7.66
Allied motion technologies inc,AMOT,,760208,26250000,0.000729587,0.0008,3129,-39332.5,-4.919388,reduction,5.1659705,Q4 2015,INFORMATION TECHNOLOGY,13F,6/30/21,17.09,35.15
Invesco s&p 500 equal weight etf-invesco s&p 500 equal weight etf,RSP,,173627,26170000,0.000727363,0.0007,3130,-51,-0.029365,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,95.63,157.76
Ark innovation etf-ark innovation etf,ARKK,PUT,200000,26156000,0.000726974,0.0017,3131,-285000,-58.762887,reduction,No Data,Q1 2021,FINANCE,13F,6/30/21,,121.28
Aspira womens health inc,AWH,,4646845,26114000,0.000725807,0.0011,3132,-877658,-15.886642,reduction,4.146487,Q1 2017,HEALTH CARE,13F,6/30/21,4.39,3.35
Ufp technologies inc.,UFPT,,454069,26074000,0.000724695,0.0007,3133,-18141,-3.841723,reduction,6.0329073,Q2 2016,MATERIALS,13F,6/30/21,31.48,61.89
Gritstone bio inc,GRTS,,2854868,26065000,0.000724445,0.0007,3134,458092,19.112842,addition,5.773511,Q4 2018,HEALTH CARE,13F,6/30/21,10.1626,10.99
Forte biosciences inc. (tocagen),FBRX,,775119,26059000,0.000724278,0.0003,3135,513450,196.22118,addition,5.5054753,Q2 2017,HEALTH CARE,13F,6/30/21,43.6294,2.71
Talaris therapeutics inc,TALS,,1773127,26047000,0.000723945,,3136,1773127,,new,4.2885212,Q2 2021,HEALTH CARE,13F,6/30/21,14.69,16.89
A-mark precious metals inc,AMRK,,559254,26006000,0.000722805,0.0003,3137,284883,103.831309,addition,4.952987,Q1 2017,MATERIALS,13F,6/30/21,34.3184,74.99
Mvb financial corp,MVBF,,608526,25960000,0.000721527,0.0006,3138,4723,0.782209,addition,5.1515381,Q2 2018,FINANCE,13F,6/30/21,19.5111,42.69
Booking holdings inc note 0.750% 5/0,DEBT-BOOK,PRN,18355000,25953000,0.000721332,,3139,18355000,,new,N/A,Q2 2021, ,13F,6/30/21,,
Daily journal corp (sc),DJCO,,76544,25910000,0.000720137,0.0007,3140,-488,-0.633503,reduction,5.5436699,Q1 2016,COMMUNICATIONS,13F,6/30/21,237.06,343.22
Ishares emerging markets dividend etf-ishares emerging markets dividend etf,DVYE,,665905,25870000,0.000719025,0.0004,3141,303967,83.983168,addition,No Data,Q4 2013,FINANCE,13F,6/30/21,35.9204,38.88
Ishares s&p/citi international treasury fund,IGOV,,492681,25743000,0.000715495,0.0013,3142,-382095,-43.679182,reduction,No Data,Q4 2012,FINANCE,13F,6/30/21,47.67,51.11
Travelcenters of america llc,TA,,877175,25649000,0.000712883,0.0003,3143,554028,171.447669,addition,6.0160893,Q1 2017,CONSUMER DISCRETIONARY,13F,6/30/21,25.7697,53.91
Northwest pipe co.,NWPX,,903832,25533000,0.000709659,0.0009,3144,11649,1.305674,addition,9.1568397,Q4 2016,MATERIALS,13F,6/30/21,20.3432,23.76
Century casinos inc,CNTY,,1899061,25504000,0.000708853,0.0006,3145,-175825,-8.47396,reduction,6.4192568,Q3 2016,CONSUMER DISCRETIONARY,13F,6/30/21,7.8,14.8
Poseida therapeutics  inc.,PSTX,,2541825,25470000,0.000707908,0.0008,3146,-284731,-10.073425,reduction,4.0774498,Q3 2020,HEALTH CARE,13F,6/30/21,9.62,6.41
Applied optoelectronics inc,AAOI,,2995675,25373000,0.000705212,0.001,3147,-1060467,-26.144721,reduction,11.0373029,Q2 2014,INFORMATION TECHNOLOGY,13F,6/30/21,40.89,7.65
Evelo biosciences inc,EVLO,,1843502,25330000,0.000704016,0.0005,3148,213768,13.116742,addition,3.4523614,Q2 2018,HEALTH CARE,13F,6/30/21,11.1409,8.85
Tejon ranch co,TRC,,1664585,25319000,0.000703711,0.0008,3149,65912,4.122919,addition,6.3166849,Q4 2009,REAL ESTATE,13F,6/30/21,20.4442,18.21
Ntn buzztime inc,BTX,,1402891,25266000,0.000702238,0,3150,1401382,92868.25712,addition,2.7119689,Q1 2017,COMMUNICATIONS,13F,6/30/21,17.9998,8.52
Bridgewater bancshares inc,BWB,,1563452,25250000,0.000701793,0.0008,3151,-115781,-6.894874,reduction,5.5470029,Q2 2018,FINANCE,13F,6/30/21,11.73,18.09
Kempharm,KMPH,,1968378,25235000,0.000701376,0,3152,1909495,3242.862966,addition,5.5993402,Q1 2021,HEALTH CARE,13F,6/30/21,12.7117,9.5
Altimmune inc,ALT,,2557242,25188000,0.00070007,0.0004,3153,1499055,141.662579,addition,6.4404611,Q2 2016,HEALTH CARE,13F,6/30/21,,10.8
Solaris oilfield infrastructure inc,SOI,,2581249,25141000,0.000698763,0.0009,3154,-14589,-0.562015,reduction,8.1010862,Q2 2017,ENERGY,13F,6/30/21,13.53,7.59
Cue biopharma inc,CUE,,2148798,25034000,0.00069579,0.0008,3155,-98906,-4.400312,reduction,6.8197751,Q1 2018,HEALTH CARE,13F,6/30/21,15.72,12.21
Brf brasil foods s.asa adr,BRFS,,4572036,25009000,0.000695095,0.0009,3156,-2427027,-34.676456,reduction,0.5627307,Q1 2012,CONSUMER STAPLES,13F,6/30/21,6.26,4.13
Chicken soup for the soul entertainment inc,CSSE,,602280,24934000,0.00069301,0,3157,594228,7379.880775,addition,7.0149267,Q4 2019,COMMUNICATIONS,13F,6/30/21,41.0737,19.55
Mgm growth properties llc,MGP,,680546,24923000,0.000692704,0.0006,3158,99590,17.142434,addition,0.4344273,Q2 2016,REAL ESTATE,13F,6/30/21,31.5151,39.38
Curiositystream inc.,CURI,,1826462,24912000,0.000692399,0.0002,3159,1423721,353.507838,addition,3.4726993,Q4 2020,FINANCE,13F,6/30/21,13.6224,9.97
Ishares bloomberg roll select commodity strategy etf,CMDY,,450465,24845000,0.000690537,,3160,450465,,new,No Data,Q2 2021,FINANCE,13F,6/30/21,55.153,59.92
Spero therapeutics inc,SPRO,,1778822,24833000,0.000690203,0.0008,3161,2226,0.125296,addition,5.533426,Q4 2017,HEALTH CARE,13F,6/30/21,14.3595,17.56
Landec corp.,LNDC,,2205409,24810000,0.000689564,0.0007,3162,22251,1.019212,addition,7.4856789,Q2 2011,MATERIALS,13F,6/30/21,11.9528,9.72
Eos energy enterprises inc.,EOSE,,1377476,24740000,0.000687618,0.0004,3163,685253,98.993099,addition,2.5681839,Q1 2021,ENERGY,13F,6/30/21,18.8445,10.55
Sun life financial inc,SLF,,479224,24699000,0.000686479,0.0007,3164,-5261,-1.085895,reduction,0.0818141,Q4 2020,FINANCE,13F,6/30/21,50.42,56.97
Siga technologies  inc,SIGA,,3932906,24699000,0.000686479,0.0009,3165,-755535,-16.114845,reduction,5.2385199,Q1 2018,HEALTH CARE,13F,6/30/21,6.13,7.21
Rbb bancorp,RBB,,1018590,24671000,0.0006857,0.0007,3166,-231452,-18.515538,reduction,5.2630418,Q3 2017,FINANCE,13F,6/30/21,23.96,25.67
Spdr materials select sector etf,XLB,,299176,24626000,0.00068445,0.0007,3167,-23336,-7.2357,reduction,No Data,Q3 2015,FINANCE,13F,6/30/21,49.85,85.12
The exone co,XONE,,1136873,24602000,0.000683783,0.0009,3168,113783,11.121504,addition,5.116868,Q2 2013,COMMUNICATIONS,13F,6/30/21,14.5037,23.02
Cgi inc,GIB,,270019,24465000,0.000679975,0.0006,3169,16525,6.518892,addition,0.1232487,Q2 2017,INFORMATION TECHNOLOGY,13F,6/30/21,77.2596,89.39
Afya ltd,AFYA,,948330,24448000,0.000679502,0.0005,3170,6390,0.678387,addition,2.1021486,Q3 2019,CONSUMER DISCRETIONARY,13F,6/30/21,24.3398,17.45
Neuronetics inc,STIM,,1525977,24447000,0.000679475,0.0002,3171,1098612,257.066442,addition,5.7981493,Q2 2018,HEALTH CARE,13F,6/30/21,16.4569,5.2
Liberty global plc class a,LBTYA,CALL,900000,24444000,0.000679391,0.0007,3172,0,0,,N/A,Q1 2021,COMMUNICATIONS,13F,6/30/21,,28.74
Cel-sci corp.,CVM,,2813785,24424000,0.000678835,0.0012,3173,225624,8.717541,addition,6.539405,Q3 2016,HEALTH CARE,13F,6/30/21,9.9401,11.2
Homology medicines inc,FIXX,,3358137,24413000,0.00067853,0.0008,3174,493007,17.207142,addition,5.8823721,Q2 2018,HEALTH CARE,13F,6/30/21,17.3206,5.73
Reliant bancorp inc,RBNC,,878464,24360000,0.000677056,0.0008,3175,-51589,-5.546888,reduction,5.3253278,Q1 2017,INDUSTRIALS,13F,6/30/21,22.33,33.88
Neoleukin therapeutics ord shs,NLTX,,2638758,24358000,0.000677001,0.001,3176,-71067,-2.622568,reduction,N/A,Q3 2019, ,13F,6/30/21,,
Lineage cell therapeutics  inc.,LCTX,,8539530,24338000,0.000676445,0.0002,3177,6076041,246.643724,addition,5.0994456,Q1 2015,HEALTH CARE,13F,6/30/21,2.7981,2.28
Syros pharmaceuticals inc,SYRS,,4463356,24325000,0.000676084,0.0009,3178,295392,7.087201,addition,7.2070052,Q4 2016,HEALTH CARE,13F,6/30/21,9.7642,4.13
Cullinan management inc,CGEM,,942278,24264000,0.000674388,0.0011,3179,54470,6.135336,addition,2.1641077,Q1 2021,HEALTH CARE,13F,6/30/21,40.7497,22.22
Castlight health inc.,CSLT,,9223966,24259000,0.000674249,0.0001,3180,6032873,189.0535,addition,6.9955557,Q1 2014,INFORMATION TECHNOLOGY,13F,6/30/21,2.8099,1.8
Ishares global reit etf-ishares global reit etf,REET,,873286,24208000,0.000672832,0.0007,3181,-35288,-3.883888,reduction,No Data,Q4 2015,FINANCE,13F,6/30/21,25.15,29.25
Transcat  inc.,TRNS,,426872,24122000,0.000670442,0.0006,3182,10713,2.574256,addition,5.714594,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,26.5805,74.88
State auto financial corp,STFC,,1408783,24118000,0.00067033,0.0008,3183,3407,0.242426,addition,3.1855983,Q2 2011,FINANCE,13F,6/30/21,27.1058,51.31
Myovant sciences ltd,MYOV,,1058313,24096000,0.000669719,0.0006,3184,102961,10.777284,addition,1.1493675,Q4 2016,HEALTH CARE,13F,6/30/21,20.1431,21.88
Datto holding corp.,MSP,,865181,24088000,0.000669497,0.0008,3185,-297223,-25.569681,reduction,0.5331508,Q4 2020,INFORMATION TECHNOLOGY,13F,6/30/21,27,23.9
Intrepid potash inc,IPI,,754671,24043000,0.000668246,0.0008,3186,-43087,-5.401011,reduction,5.6092853,Q2 2008,MATERIALS,13F,6/30/21,165.92,48.71
Nve corp,NVEC,,323784,23976000,0.000666384,0.0007,3187,-31409,-8.842798,reduction,6.6991198,Q4 2010,INFORMATION TECHNOLOGY,13F,6/30/21,82.86,67.97
Farmland partners inc,FPI,,1989108,23969000,0.000666189,0.0007,3188,-32913,-1.627728,reduction,6.4497665,Q2 2016,REAL ESTATE,13F,6/30/21,10.41,11.24
Icad inc.,ICAD,,1379590,23881000,0.000663743,0.0009,3189,-22915,-1.633862,reduction,5.5104485,Q1 2017,INFORMATION TECHNOLOGY,13F,6/30/21,8.61,10.55
Smartfina inc,SMBK,,991642,23808000,0.000661714,0.0006,3190,29818,3.100151,addition,6.562934,Q1 2017,FINANCE,13F,6/30/21,22.7879,25.99
Harpoon therapeutics inc,HARP,,1713296,23765000,0.000660519,0.001,3191,45745,2.743244,addition,5.2442797,Q1 2019,HEALTH CARE,13F,6/30/21,15.3105,6.26
Cadiz inc.,CDZI,,1746971,23758000,0.000660325,0.0005,3192,-64317,-3.550899,reduction,4.2308527,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,12.04,6.07
American national bankshares inc,AMNB,,762048,23693000,0.000658518,0.0008,3193,-81859,-9.700002,reduction,7.0068727,Q2 2012,FINANCE,13F,6/30/21,36.44,37.1
Cymabay therapeutics inc,CBAY,,5431670,23682000,0.000658212,0.0008,3194,-526818,-8.841471,reduction,7.8722208,Q1 2017,HEALTH CARE,13F,6/30/21,10.14,3.9
Comscore inc,SCOR,,4730744,23654000,0.000657434,0.0005,3195,332954,7.570939,addition,5.7558239,Q3 2018,INFORMATION TECHNOLOGY,13F,6/30/21,6.6919,3.91
Ageagle aerial systems inc,UAVS,,4487103,23647000,0.00065724,0.0002,3196,3441957,329.327864,addition,N/A,Q3 2020, ,13F,6/30/21,,
Rogers communications inc. class b (nyse),RCI,,443787,23583000,0.000655461,0.0002,3197,296494,201.295377,addition,0.1127015,Q1 2017,COMMUNICATIONS,13F,6/30/21,50.8134,46.58
Hyrecar inc,HYRE,,1126346,23563000,0.000654905,0.0001,3198,788138,233.033518,addition,5.2910489,Q4 2018,INFORMATION TECHNOLOGY,13F,6/30/21,15.8695,6.79
Ibio inc,IBIO,,15553337,23485000,0.000652737,0.0007,3199,120581,0.781332,addition,7.1394595,Q1 2017,HEALTH CARE,13F,6/30/21,1.897,0.78
Deere & co.,DE,CALL,66500,23456000,0.000651931,0.0024,3200,-147500,-68.925234,reduction,N/A,Q1 2021,INDUSTRIALS,13F,6/30/21,,342.31
Sunesis pharmaceuticals inc,VIRX,,2061171,23375000,0.00064968,0.0001,3201,1874846,1006.223534,addition,5.5368777,Q1 2017,HEALTH CARE,13F,6/30/21,15.7161,5.88
Durect corp,DRRX,,14302205,23312000,0.000647929,0.0009,3202,-489340,-3.308241,reduction,6.2867891,Q2 2015,HEALTH CARE,13F,6/30/21,2.08,1.28
Southern national bancorp of va inc,FRST,,1521879,23223000,0.000645455,0.0006,3203,5483,0.361581,addition,6.2017854,Q2 2016,FINANCE,13F,6/30/21,15.5988,15.15
Akouos  inc.,AKUS,,1846634,23176000,0.000644149,0.0008,3204,-150958,-7.556999,reduction,5.3556346,Q2 2020,HEALTH CARE,13F,6/30/21,19.99,9.32
Century bancorp  inc. class a (ma),CNBKA,,202877,23129000,0.000642842,0.0007,3205,-34688,-14.601477,reduction,5.5407122,Q1 2016,FINANCE,13F,6/30/21,70.59,115.15
Greensky inc,GSKY,,4163608,23107000,0.000642231,0.0008,3206,-57862,-1.37066,reduction,5.2886363,Q2 2018,INFORMATION TECHNOLOGY,13F,6/30/21,8.17,12.24
Ishares msci usa esg select etf-ishares msci usa esg select etf,SUSA,,241577,23080000,0.00064148,0.0005,3207,55312,29.695327,addition,No Data,Q2 2017,FINANCE,13F,6/30/21,82.5172,103.33
Prometheus biosciences inc,RXDX,,939178,23067000,0.000641119,0.0002,3208,593261,171.503858,addition,2.4164523,Q1 2021,HEALTH CARE,13F,6/30/21,22.2396,31.86
Vanguard tax-exempt bond etf,VTEB,,416342,23024000,0.000639924,0.0005,3209,106195,34.240215,addition,No Data,Q4 2017,FINANCE,13F,6/30/21,54.2422,54.69
Stellantis nv,STLA,,1166766,22997000,0.000639174,0.0006,3210,68107,6.199103,addition,0.0752452,Q2 2020,CONSUMER DISCRETIONARY,13F,6/30/21,17.9021,19.94
Acacia research corp,ACTG,,3396375,22960000,0.000638145,0.0006,3211,358470,11.799908,addition,6.846504,Q3 2010,INDUSTRIALS,13F,6/30/21,5.9908,5.73
Gohealth  inc.,GOCO,,2045712,22931000,0.000637339,0.0015,3212,-2352692,-53.489675,reduction,1.7846411,Q3 2020,FINANCE,13F,6/30/21,12.77,5.4
Hbt financial  inc.,HBT,,1312015,22843000,0.000634893,0.0006,3213,51777,4.10851,addition,4.7992962,Q4 2019,FINANCE,13F,6/30/21,16.7472,18.03
Curo group holdings corp,CURO,,1338483,22754000,0.00063242,0.0006,3214,-7438,-0.552633,reduction,3.2307376,Q1 2018,FINANCE,13F,6/30/21,17.85,17.18
Harvard bioscience inc,HBIO,,2731424,22752000,0.000632364,0.0005,3215,-236124,-7.956872,reduction,6.7007547,Q1 2017,HEALTH CARE,13F,6/30/21,3.51,7.53
Ishares esg usd corporate bond etf,SUSC,,819306,22711000,0.000631225,0.0006,3216,0,0,,No Data,Q2 2018,FINANCE,13F,6/30/21,27.72,27.59
Newpark resource inc,NR,,6549062,22659000,0.000629779,0.0006,3217,-260144,-3.820475,reduction,7.1123544,Q2 2010,ENERGY,13F,6/30/21,8.3,3.4
National grid plc adr,NGG,,353948,22632000,0.000629029,0.0006,3218,30163,9.31575,addition,0.0489296,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,59.6405,64.08
Southern first bancshares inc,SFST,,440930,22558000,0.000626972,0.0006,3219,-13164,-2.898959,reduction,5.5814412,Q2 2016,FINANCE,13F,6/30/21,35.44,53.87
Advanced micro devices inc,AMD,CALL,240000,22543000,0.000626555,0.0022,3220,-710000,-74.736842,reduction,N/A,Q4 2020,INFORMATION TECHNOLOGY,13F,6/30/21,,120.23
Genetron holdings ltd ads,GTH,,1116674,22489000,0.000625054,0.0007,3221,37021,3.428972,addition,1.2565009,Q2 2020,HEALTH CARE,13F,6/30/21,12.5986,13.77
National energy services reunited corp,NESR,,1569473,22364000,0.00062158,0.0004,3222,387023,32.730602,addition,1.7274936,Q4 2018,FINANCE,13F,6/30/21,10.1138,11.7
Khosla ventures acquisition co,KVSA,,2259644,22348000,0.000621135,0.0007,3223,-1982,-0.087636,reduction,6.3669879,Q1 2021, ,13F,6/30/21,10.1,9.99
National cinemedia inc,NCMI,,4405793,22338000,0.000620857,0.0006,3224,-329549,-6.95935,reduction,5.4354685,Q4 2009,INDUSTRIALS,13F,6/30/21,10.53,3.18
Commercial vehicle group inc,CVGI,,2098469,22306000,0.000619968,0.0002,3225,1462666,230.050189,addition,6.3633947,Q4 2010,INDUSTRIALS,13F,6/30/21,9.815,10.04
Mesa air group inc,MESA,,2388131,22281000,0.000619273,0.001,3226,-179155,-6.978381,reduction,6.6538382,Q3 2018,TRANSPORTS,13F,6/30/21,9.35,7.54
Cnb financial corp. (pa),CCNE,,973975,22226000,0.000617745,0.0007,3227,-37420,-3.69984,reduction,5.7684498,Q2 2011,FINANCE,13F,6/30/21,23.83,25.67
Angi homeservices inc,ANGI,,1643677,22223000,0.000617661,0.0007,3228,-126813,-7.162593,reduction,1.99917,Q4 2011,COMMUNICATIONS,13F,6/30/21,14.94,12.53
Carter bank and trust,CARE,,1767452,22111000,0.000614548,0.0007,3229,-34168,-1.896515,reduction,6.6780097,Q2 2019,FINANCE,13F,6/30/21,18.85,14.98
Aligos therapeutics  inc.,ALGS,,1084044,22099000,0.000614215,0.0005,3230,388166,55.780755,addition,2.5441791,Q4 2020,HEALTH CARE,13F,6/30/21,24.9074,15.93
Heritage insurance holdings inc,HRTG,,2559145,21958000,0.000610296,0.0008,3231,-26672,-1.031473,reduction,9.1374513,Q2 2014,FINANCE,13F,6/30/21,12.8,6.54
Clearpoint neuro inc,CLPT,,1149210,21940000,0.000609796,0.0002,3232,829123,259.030514,addition,5.1380161,Q4 2019,HEALTH CARE,13F,6/30/21,18.934,16.73
Rekor systems inc,REKR,,2158632,21932000,0.000609573,0.0004,3233,1439756,200.278769,addition,4.9238816,Q4 2019,FINANCE,13F,6/30/21,10.7961,13.6
Gcm grosvenor class a,GCMG,,2104183,21925000,0.000609379,0.0001,3234,1908108,973.15211,addition,4.9342316,Q1 2021,FINANCE,13F,6/30/21,,11.45
Gt biopharma,GTBP,,1413391,21907000,0.000608878,,3235,1413391,,new,6.6897476,Q2 2021,HEALTH CARE,13F,6/30/21,15.5,6.46
Spirit of tx bancshares inc,STXB,,958258,21888000,0.00060835,0.0007,3236,-99186,-9.379787,reduction,5.5812771,Q2 2018,FINANCE,13F,6/30/21,21.9,24.33
Contextlogic inc,WISH,,1660746,21871000,0.000607878,0.0018,3237,-2254712,-57.584885,reduction,0.2976247,Q4 2020,INFORMATION TECHNOLOGY,13F,6/30/21,17.59,5.1
